Pharmacy,Populations,Percent
BI-LO - 11,"[['37113970304', '37113970600', '37113970304']]",[0.8223920449314059]
HARRIS TEETER - 343,"[['37179021018', '37179021018']]",[0.9618874773139746]
WAL-MART SUPERCENTER - 2440,"[['37099950400', '37099950400']]",[0.8290780141843972]
ETOWAH PHARMACY,"[['37089930703', '37089931901', '37089931902', '37089930703']]",[0.9302091607095578]
ALMAND'S DRUG,"[['37065020200', '37065021400', '37065020300']]",[0.8699620839769695]
CHERRY HOSPITAL,"[['37191000901', '37191001102']]",[0.8769747481029979]
QUALITY HOME HEALTHCARE,"[['37105030101', '37105030101']]",[0.8462855919503318]
WATERS DRUG COMPANY,"[['37155960503', '37155960601', '37155960602', '37155960503']]",[0.8628256404713004]
RITE AID - 11495,"[['37119005525', '37119006305', '37119005525']]",[0.9385623082663129]
CVS - 7030,"[['37067003909', '37067003909']]",[0.9790301441677588]
HARRIS TEETER - 202,[['37025042402']],[0.8578493937460114]
MOOSE PHARMACY,"[['37025042401', '37025042401']]",[0.8790455941412709]
HARRIS TEETER - 68,"[['37025042501', '37025042503', '37025042503']]",[0.928473625872074]
WALGREENS - 10541,"[['37183053506', '37183053519', '37183053519']]",[0.8634746287128713]
HAMPSTEAD FAMILY PHARMACY,"[['37141920106', '37141920203', '37141990100', '37141920202']]",[0.9412988363778196]
SAM'S CLUB - 4831,"[['37063002015', '37063002030', '37063002031']]",[0.8815880124009645]
WALGREENS - 10087,[['37183052704']],[0.7386323581247797]
MOUNTAINMED,"[['37111970200', '37111970400']]",[0.8576444769568398]
RITE AID - 11536,"[['37133002100', '37133002201', '37133002201']]",[0.9170055010762975]
CW WILLIAMS COMMUNITY HEALTH CENTER PHARMACY,"[['37119003902', '37119003902']]",[0.8159885503986914]
CAROLINAS MEDICAL CENTER - AIRPORT CENTER PHARMACY,"[['37119004000', '37119004000']]",[0.8062050359712231]
WAL-MART - 4250,"[['37063002037', '37183053608', '37063002037']]",[0.9389559508682761]
CVS - 7580,"[['37101040600', '37101040700', '37101040700']]",[0.9054914787398863]
WALGREENS - 6926,"[['37195000402', '37195001700', '37195000402']]",[0.846940783002164]
CAROLINA COMPOUNDING PHARMACY AND HEALTH CENTER,"[['37183053422', '37183053424', '37183053425']]",[0.9811705328545084]
CRITICAL CARE SYSTEMS,"[['37081016405', '37081016405']]",[0.8743994509265615]
RITE AID - 11529,"[['37047931000', '37047930900']]",[0.8309598869442331]
WEBSTER'S PHARMACY,"[['37155961602', '37155961700', '37155961802', '37155961700']]",[0.8554685298923762]
SAM'S CLUB - 8218,"[['37051002200', '37051002301', '37051002302', '37051002401', '37051002200']]",[0.8816283924843423]
UNITED STATES DEPARTMENT OF VETERANS AFFAIRS - WINSTON-SALEM SATELLITE OUTPATIENT CLINIC,[['37067003805']],[0.8837995696280356]
LAKE BRANDT PHARMACY,"[['37081015601', '37081015601']]",[0.9816849816849816]
HEALTHRIDGE PHARMACY,"[['37021003103', '37021003107']]",[0.9192922551606395]
COLLEGE PARK PHARMACY,"[['37071031203', '37071032302']]",[0.9076517150395779]
CVS - 4379,[['37027030100']],[0.7072857405028445]
RITE AID - 11534,[['37049961301']],[0.9107749305341155]
WALGREENS - 7766,"[['37119003015', '37119005811', '37119005865']]",[0.9246075056670304]
WALGREENS - 7919,[['37129011611']],[0.8444362428492341]
CVS - 7053,"[['37001021205', '37001021205']]",[0.9443939197089776]
WAL-MART SUPERCENTER - 2793,"[['37067003004', '37067003307']]",[0.9278350515463918]
EAST BURKE PHARMACY,"[['37023021000', '37023021202', '37023021100']]",[0.9212036210633686]
HARRIS TEETER - 224,[['37063002023']],[0.9441553936871314]
CVS - 2313,"[['37183054004', '37183054017', '37183054018', '37183054004']]",[0.9104514079775212]
RITE AID - 11365,[['37135011902']],[0.9627393838467944]
WALLACE DRUG COMPANY,"[['37141920300', '37061090705']]",[0.9083239595050618]
HARRIS TEETER - 46,"[['37025041506', '37119005619', '37119005621', '37119005615']]",[0.9286302950387342]
CVS - 3880,"[['37081010200', '37081010200']]",[0.8606835898460924]
FOOD LION - 1689,"[['37037020201', '37037020402']]",[0.7616205232410465]
WALGREENS - 7096,"[['37125951002', '37125951102', '37125951102']]",[0.9041890623666923]
CVS - 187,"[['37119005918', '37119005931', '37119005918']]",[0.9148769175882983]
FAMILY CARE PHARMACY,"[['37143920202', '37143920201']]",[0.8814962440594818]
CVS - 7523,"[['37081012805', '37081017102', '37081012805']]",[0.9391883557419514]
BELMONT DRUG HEALTH MART PHARMACY,"[['37071032404', '37071032405', '37119005919', '37071032302']]",[0.9068623684008299]
MIDDLESEX PHARMACY,"[['37101040204', '37127011501', '37127011502', '37127011501']]",[0.8428423236514523]
OVERMAN AND STEVENSON PHARMACISTS,"[['37139960100', '37139960100']]",[0.7991452991452992]
CVS - 3856,"[['37025040600', '37025042300', '37025042300']]",[0.8959988231832892]
A PLUS PHARMACY,[['37119002300']],[0.8969621046038209]
RITE AID - 11405,[['37063001711']],[0.7313094698685999]
WAL-MART SUPERCENTER - 3825,"[['37049961101', '37049961102', '37049961201', '37049961201']]",[0.8881066506890354]
CLARKTON DRUG INCORPORATED,"[['37017950501', '37017950502', '37017950601', '37017950601']]",[0.9131075110456554]
HARRIS TEETER - 330,"[['37183053003', '37183053505', '37183053516', '37183053003']]",[0.9106729193739759]
CVS - 7555,"[['37183054111', '37183054120', '37183054218', '37183054218']]",[0.8960797094701555]
WAL-MART - 3889,"[['37183053417', '37183053431', '37183053432', '37183053436']]",[0.9558504697457461]
WALGREENS - 10085,"[['37183052812', '37183052903', '37183052812']]",[0.9791871371147833]
CVS - 4299,[['37119005834']],[0.9330376940133037]
WALGREENS - 1253,[['37067003202']],[0.889220868765801]
CVS - 7026,"[['37067004005', '37067004014']]",[0.9445338615822706]
HEALTH CARE CONNECTIONS,"[['37093970104', '37093970107', '37093970109', '37093970402', '37093970300']]",[0.8655749505128667]
WAL-MART SUPERCENTER - 3864,"[['37133000305', '37133001101', '37133001102', '37133001102']]",[0.8027054773839]
MCNEILLS PHARMACY / LIBERTY MEDICAL SPECIALTIES,"[['37047930400', '37047930900']]",[0.8783818938605619]
RITE AID - 11497,[['37119005866']],[0.8906627963231737]
PHARMACY PLUS,"[['37049960501', '37049960502', '37049960600']]",[0.8398092299060177]
MOUNT AIRY DRUG HEALTH MART PHARMACY,"[['37171930501', '37171930502', '37171930700', '37171930400']]",[0.8624179647347197]
HARRIS TEETER - 172,"[['37063002008', '37063002031']]",[0.9337833494053359]
CVS - 7048,"[['37019020510', '37019020518', '37019020510']]",[0.8939226519337017]
RITE AID - 11548,"[['37027030600', '37027031201', '37027031202', '37027030600']]",[0.9071035180397887]
RITE AID - 11484,[['37119006103']],[0.926899187768753]
RITE AID - 11358,"[['37135010707', '37135010709', '37135010710', '37135010707']]",[0.9256449165402124]
CVS - 7361,"[['37055970200', '37055970302']]",[0.8567328091850742]
CVS - 3808,[['37035010304']],[0.8381900023691069]
PRESBYTERIAN HEALTHCARE PHARMACY,"[['37119002500', '37119002500']]",[0.9698655540101994]
RITE AID - 11483,"[['37119006015', '37119006016', '37119006110', '37119006111', '37119006015']]",[0.8942726960952427]
WALGREENS - 1051,"[['37019020408', '37019020409', '37019020514']]",[0.8778220451527224]
GALLOWAY-SANDS PHARMACY,"[['37019020603', '37019020405']]",[0.8116484503668214]
CVS - 3540,"[['37119001605', '37119001606', '37119001702', '37119001605']]",[0.701453893646684]
CVS - 7578,"[['37071032507', '37071032509', '37071033308', '37071033311', '37071032507']]",[0.9401317904210865]
COMMUNITY DRUGS,"[['37165010300', '37165010300']]",[0.8783022953659593]
WAL-MART SUPERCENTER - 5481,"[['37119006103', '37119006222', '37119006103']]",[0.912017515407071]
WAL-MART SUPERCENTER - 1287,"[['37001021703', '37001021801', '37001020701']]",[0.9392340425531915]
HARRIS TEETER - 166,[['37119006103']],[0.926899187768753]
CVS - 5377,"[['37151031200', '37151031307', '37151031200']]",[0.840532241555783]
CVS - 3899,"[['37071030403', '37071030802', '37071030802']]",[0.9119094488188977]
CVS - 3514,[['37071033502']],[0.8806306306306306]
SEYMOUR JOHNSON AIR FORCE BASE - 4TH MEDICAL GROUP-DOD,"[['37191000500', '37191000601', '37191000500']]",[0.8874862788144896]
WALGREENS - 10674,"[['37059080301', '37059080302', '37059080301']]",[0.940989277066759]
HARRIS TEETER - 58,"[['37183053415', '37183053430', '37183053434']]",[0.9476222271681876]
RITE AID - 11420,"[['37083930400', '37083930400']]",[0.8817660264405088]
WAL-MART SUPERCENTER - 1321,[['37101040700']],[0.9223684210526316]
DUKE OUTPATIENT PHARMACY,"[['37063000600', '37063001501', '37063001501']]",[0.9100312725523214]
PARKER'S DRUG STORE,"[['37039930300', '37039930502']]",[0.815179891572203]
RITE AID - 11430,"[['37167930500', '37167931202', '37167931204']]",[0.883218185870292]
RITE AID - 11416,"[['37147000605', '37147001700', '37147002003', '37147000605']]",[0.868827660723933]
CVS - 7641,[['37155960900']],[0.8962925851703407]
BUTLER'S PHARMACY,"[['37163970801', '37163971001', '37163970701']]",[0.8426579163248564]
ELLERBE PHARMACY,"[['37153970100', '37153970200', '37153970200']]",[0.8911693687478441]
COMMUNITY HEALTH MART PHARMACY,"[['37145920500', '37145920602', '37145920500']]",[0.950363331470095]
HOLLY HILL HOSPITAL,"[['37183052810', '37183052811', '37183052001']]",[0.8587176602924634]
HOLLY PARK PHARMACY,[['37183052701']],[0.6551627777001537]
CVS - 4183,"[['37089930302', '37089931402']]",[0.8143534994068802]
THE PLAZA PHARMACIST,[['37183052701']],[0.6551627777001537]
CAROLINAS MEDICAL CENTER RX,[['37119005834']],[0.9330376940133037]
WALGREENS - 2696,"[['37097060100', '37097060100']]",[0.9199603108979659]
WAL-MART SUPERCENTER - 1179,"[['37021002203', '37021002203']]",[0.8321763276640055]
WALGREENS - 1560,"[['37129012007', '37129012006']]",[0.8171780340042994]
CVS - 3837,"[['37071032505', '37071033303', '37071032505']]",[0.9025392765801973]
CVS - 5445,"[['37119006109', '37119005406']]",[0.8695522832069017]
TRINITY INFUSION INCORPORATED,[['37067003805']],[0.8837995696280356]
WAL-MART - 1209,[['37109070201']],[0.8704769736842105]
RITE AID - 11312,"[['37067004011', '37067004011']]",[0.8616594178655068]
STOKES PHARMACY,[['37169070200']],[0.905683192261185]
THE COMPOUNDING PHARMACY,[['37035010900']],[0.847051597051597]
THOMAS DRUG STORE,"[['37195000100', '37195000100']]",[0.822]
MCDOWELLS PHARMACY,"[['37083931000', '37083931101', '37083931102', '37083931101']]",[0.8535747323906436]
ECONOMY DRUGS,"[['37089931200', '37089931200']]",[0.8702397743300423]
CVS - 5594,"[['37133000205', '37133001201', '37133001202', '37133001202']]",[0.9049617814695357]
MORRIS FAMILY PHARMACY,[['37085070500']],[0.8672855423757951]
TRIANGLE PHARMACY AND TRUE VALUE HARDWARE,[['37063002013']],[0.9663794914898087]
RITE AID - 11489,"[['37119001609', '37119001923', '37119001925', '37119001925']]",[0.7722099743788358]
CVS - 3832,"[['37067003307', '37067003307']]",[0.9460529571888147]
WAL-MART SUPERCENTER - 1096,"[['37059080101', '37059080600', '37059080600']]",[0.882195659012268]
CVS - 7046,"[['37141920202', '37141920202']]",[0.9407924874026569]
WALGREENS - 10133,"[['37159050800', '37159050201']]",[0.8975329196306947]
ELDER DRUG,[['37081013700']],[0.9413637569647121]
RITE AID - 11552,"[['37023020202', '37023020204', '37023020500']]",[0.8690390729155985]
REALO DISCOUNT DRUGS,"[['37133001301', '37133001301']]",[0.9079851930195664]
WOODARD DRUG STORE INCORPORATED,"[['37101040501', '37101040502', '37101040502']]",[0.8964017828024785]
CVS - 2326,"[['37119001607', '37119001919', '37119001607']]",[0.6800412583806086]
RITE AID - 11473,"[['37119002702', '37119003204', '37119003204']]",[0.9650806451612903]
SPINDALE DRUG COMPANY,"[['37161960600', '37161960600']]",[0.8179097031678723]
REX PHARMACY OF RALEIGH,[['37183052504']],[0.9393284334918576]
RITE AID - 11341,"[['37157041601', '37157041502']]",[0.9147195003768709]
CVS - 7560,"[['37119005403', '37119005512', '37119005535', '37119005512']]",[0.8480428360413589]
WALGREENS - 7280,[['37057061000']],[0.8191666666666667]
WAL-MART SUPERCENTER - 1010,"[['37153970600', '37153970900', '37153970600']]",[0.9479239971850809]
VITA DRUG,"[['37119003106', '37119003108', '37119003109', '37119003808', '37119003808']]",[0.6416988709555201]
GORDON FAMILY PHARMACY INCORPORATED,"[['37175960201', '37175960302', '37175960403', '37175960501', '37175960502', '37175960302']]",[0.8481144644615652]
CVS - 3526,"[['37119003802', '37119003811', '37119003201']]",[0.8556453649911594]
BLUE RIDGE LONG TERM CARE PHARMACY,"[['37023021203', '37023020902']]",[0.94793799356537]
BI-LO - 156,"[['37119005859', '37119005862', '37119005859']]",[0.9753671245855045]
CVS - 5577,"[['37061090706', '37061090706']]",[0.8478042239356353]
CVS - 4390,"[['37031970704', '37031970501']]",[0.8824575266693007]
HARRIS TEETER - 254,"[['37063001604', '37063001711', '37063001712', '37135010904', '37063001711']]",[0.8559686235240122]
SAM'S CLUB - 6402,[['37081016503']],[0.9449480797758365]
FAMILY CARE SPECIALTY PHARMACY,"[['37119001918', '37119001918']]",[0.6869650281242358]
CVS - 5540,"[['37057060201', '37057060203', '37057060203']]",[0.9260588657573582]
RITE AID - 11481,"[['37119004303', '37119004304', '37119006012', '37119980100', '37119004303']]",[0.8071012560522068]
CVS - 7515,"[['37001020302', '37001021101', '37001020302']]",[0.7956127801621364]
RITE AID - 11396,"[['37183053712', '37183053713', '37183053722', '37183053729', '37183053722']]",[0.9408998663564817]
BI-LO - 237,"[['37119001910', '37119001924', '37119001910']]",[0.6817095038852361]
RITE AID - 11518,"[['37125950801', '37125950801']]",[0.8727966563692532]
MISSION HOSPITALS,"[['37021000900', '37021000900']]",[0.9045279045279045]
MURPHY MEDICAL CENTER PHARMACY,"[['37039930401', '37039930501']]",[0.8584298584298584]
WG BILL HEFNER VETERANS AFFAIRS MEDICAL CENTER,[['37159050400']],[0.8774624373956594]
BI-LO - 185,"[['37025040704', '37025040900', '37025040704']]",[0.9154003175323202]
CVS - 3694,"[['37119001921', '37119001926', '37119002007', '37119001927']]",[0.8198136592871186]
RITE AID - 11564,"[['37089931300', '37089931300']]",[0.8271988527724665]
CVS - 7315,"[['37009970701', '37009970702', '37193960901', '37009970501']]",[0.8835175396444017]
HARRIS TEETER - 160,"[['37119002903', '37119002903']]",[0.995026112907237]
CVS - 7572,"[['37151031101', '37151031401', '37151031402', '37151031401']]",[0.8975924633635729]
ATKINSON DRUG,"[['37141920501', '37163971002', '37163971003', '37141920501']]",[0.8516354192029868]
WAL-MART SUPERCENTER - 4459,"[['37127011101', '37127011101']]",[0.9227188081936686]
WALGREENS - 7801,"[['37101041104', '37101041004']]",[0.819030566568615]
RANDOLPH MEDICAL PHARMACY,[['37119002202']],[0.9670364500792393]
ELLIOTTS PHARMACY,"[['37085071002', '37085071003', '37183053106', '37183053112', '37183053113', '37183053112']]",[0.9147923875432526]
FOOD LION - 1654,"[['37183054116', '37183054121', '37183054022']]",[0.8486691645175417]
WALGREENS - 1319,[['37129010700']],[0.8858090499881545]
HOMECHOICE PARTNERS,[['37063002036']],[0.9170403587443946]
RITE AID - 11490,"[['37119001917', '37119005627', '37119001917']]",[0.7953959484346225]
RITE AID - 11488,"[['37119005815', '37119003018']]",[0.9264918771111469]
NORTH CAROLINA SPECIALTY HOSPITAL,[['37063000102']],[0.7951193349423438]
ASHEBORO DRUG COMPANY INCORPORATED,[['37151030201']],[0.8476190476190476]
CAROLINAS MEDICAL CENTER - STEELE CREEK,"[['37119005925', '37119005926', '37119005918']]",[0.961038961038961]
D-REX DRUGS OF JONESVILLE,"[['37197050300', '37171930901']]",[0.8616165890816758]
THE MEDICINE SHOPPE PHARMACY,"[['37025041902', '37025042402']]",[0.8310621034016437]
WALGREENS - 7767,"[['37025041202', '37025042503']]",[0.9393264433357092]
DENTON DRUG STORE,"[['37057061902', '37057062002']]",[0.8728576229416377]
INGLES MARKETS - 120,"[['37023020301', '37023020303', '37023020304', '37023021400', '37023021400']]",[0.881469434612073]
WAL-MART - 1064,[['37027030100']],[0.7072857405028445]
RITE AID - 11426,"[['37195000802', '37195000801']]",[0.7832156071308443]
WAL-MART SUPERCENTER - 1268,"[['37047930900', '37047930900']]",[0.8724373576309795]
CVS - 5563,[['37019020201']],[0.8819301848049281]
RITE AID - 11522,"[['37129010503', '37129010600', '37129010503']]",[0.8151334936100215]
PRESCRIPTION SHOPPE,[['37125951102']],[0.8946078431372549]
RITE AID - 11546,"[['37171930901', '37193960101', '37193960102', '37193960200', '37171930901']]",[0.8244671733043826]
CVS - 7062,"[['37081015302', '37081017200', '37081017200']]",[0.9364531087347402]
TRYON PHARMACY,"[['37149920303', '37149920304', '37149920304']]",[0.9236672605180211]
FREEDOM HILL COMMUNITY HEALTH CENTER PHARMACY,"[['37065020800', '37065020900', '37065020900']]",[0.9158443755286158]
CVS - 8260,"[['37119006105', '37119006108', '37119006223', '37119006105']]",[0.902782168827063]
CVS - 2877,"[['37179020203', '37179020309', '37179020309']]",[0.9466295393897204]
RITE AID - 11507,[['37051002100']],[0.8720864127345083]
WALKER'S DRUG STORE,"[['37119005846', '37119005846']]",[0.9859345415201515]
CVS - 7559,"[['37001020501', '37001021500', '37001020502']]",[0.8930313040742489]
CVS - 7039,"[['37183053005', '37183053006', '37183053405']]",[0.9443237589508408]
DRUMS PHARMACY,"[['37065020700', '37083930901', '37083930902', '37083930902']]",[0.8429752066115702]
3HC,[['37191001900']],[0.9153126538650911]
BIRMINGHAM DRUG COMPANY INCORPORATED,"[['37153971000', '37153971100', '37153970900']]",[0.884761673545359]
CVS - 3864,"[['37051001500', '37051001603', '37051001604', '37051003002', '37051001603']]",[0.8965365853658537]
PROFESSIONAL CARE HOME OXYGEN AND MEDICAL EQUIPMENT,[['37051001800']],[0.8018213356461406]
WALGREENS - 7647,"[['37067002605', '37067003908', '37067002605']]",[0.98001864926069]
WALGREENS - 7342,"[['37119003020', '37119003013']]",[0.9758475035199826]
CAROLINAS MEDICAL CENTER - NORTH PARK PHARMACY,"[['37119005306', '37119005308', '37119005306']]",[0.6754532775453278]
RITE AID - 11438,"[['37119006208', '37119006208']]",[0.8929330499468651]
HARRIS TEETER - 63,"[['37127010504', '37127010506']]",[0.9235167206040993]
HARDIN'S DRUG - 2,"[['37161961001', '37161961102', '37161961103', '37161961104', '37161960900']]",[0.8712369109947644]
COLUMBIA PHARMACY,"[['37095920101', '37177960100', '37177960100']]",[0.8498098859315589]
FAMILY PHARMACY,"[['37153970400', '37153970400']]",[0.9009877138039026]
LAUREL MEDICAL CENTER PHARMACY,"[['37115010100', '37115010100']]",[0.8804179566563467]
WAL-MART SUPERCENTER - 1613,"[['37081014200', '37081014501', '37081014503', '37151031601', '37151031602', '37151031602']]",[0.8105588065076201]
MLK PHARMACY,"[['37067000500', '37067000600', '37067001602', '37067001700', '37067001800', '37067000700']]",[0.8332985386221294]
CVS - 3988,"[['37081014408', '37081014408']]",[0.8171491388787101]
MEDICAL ARTS PHARMACY,"[['37181960300', '37181960400']]",[0.9333877741483901]
WAKE FOREST UNIVERSITY STUDENT HEALTH SERVICE PHARMACY,"[['37067001300', '37067002704', '37067002705', '37067001300']]",[0.9098467669896241]
WAL-MART SUPERCENTER - 1133,"[['37167931002', '37167931203', '37167931203']]",[0.8343026329702865]
WAL-MART SUPERCENTER - 2749,"[['37023020203', '37111970101', '37111970102', '37121950400']]",[0.8412464985994398]
PIEDMONT DRUG AND HOME DELIVERY,"[['37081016409', '37081016410', '37081016505', '37081016506', '37081016506']]",[0.9453803865933676]
MARTIN'S DRUG STORE,"[['37021002401', '37087920300', '37087920400']]",[0.8900190007823852]
WALGREENS - 9462,[['37163970701']],[0.8255631220534311]
CAREPLUS,"[['37119000301', '37119000302', '37119002600', '37119980300', '37119000301']]",[0.9387642006095871]
WAL-MART SUPERCENTER - 1664,[['37195000501']],[0.9579278763594734]
CARLIE C'S IGA,"[['37051003307', '37051003310', '37051003311', '37051003316', '37051003318', '37051003310']]",[0.8754137232623623]
CVS - 4098,"[['37179020316', '37179020313']]",[0.9170532060027285]
RITE AID - 11532,"[['37031971103', '37031971103']]",[0.9105979869745412]
SAM'S CLUB - 6668,[['37063002037']],[0.9375117635987201]
RAPER DISCOUNT DRUGS,[['37191001900']],[0.9153126538650911]
RITE AID - 11461,"[['37161960102', '37161960502', '37161960503', '37161960503']]",[0.8953768207726409]
RITE AID - 11556,"[['37021002305', '37021002402', '37021002503', '37021002504', '37021002505', '37021002505']]",[0.8493355792625865]
HARRIS TEETER - 249,"[['37179021004', '37179021020', '37179021020']]",[0.902402500162771]
WAL-MART - 2137,"[['37063002029', '37135011206', '37063002029']]",[0.9761044506487108]
FOSTER DRUG,"[['37059080102', '37059080500', '37059080701', '37059080702', '37059080600']]",[0.8689488433430408]
WAL-MART SUPERCENTER - 1663,"[['37087920701', '37087920800', '37087921202', '37087921201']]",[0.8725564225186677]
PHARMERICA,"[['37081012618', '37081012618']]",[0.8765838824125697]
HAYES-BARTON PHARMACY,"[['37183051600', '37183051700', '37183051600']]",[0.9827225130890053]
RITE AID - 11391,[['37183050400']],[0.9490379615184608]
REMEDY SHOPPE HEALTH MART PHARMACY,"[['37019020508', '37019020518']]",[0.9653249695068827]
WALGREENS - 9562,[['37045950900']],[0.933456561922366]
CHAIR CITY PHARMACY,"[['37057060900', '37057061000']]",[0.8229553410416888]
INGLES MARKETS - 27,[['37161960800']],[0.8211935059236507]
MID-CAROLINA HOMECARE SPECIALISTS,"[['37183053609', '37183053609']]",[0.8982430453879942]
WALGREENS - 6616,[['37147000301']],[0.9083827893175074]
WAL-MART SUPERCENTER - 2772,"[['37019020305', '37019020306', '37019020307', '37019020305']]",[0.9032215122470714]
WALGREENS - 12063,"[['37183054305', '37183054305']]",[0.8453292496171516]
CAROLINA BREATHING SOLUTIONS,"[['37087920900', '37087921100', '37087921301', '37087920900']]",[0.8626115321884295]
DUNN DISCOUNT DRUGS,[['37085070500']],[0.8672855423757951]
DOWN EAST RESPIRATORY SERVICES INCORPORATED,"[['37147000504', '37147000504']]",[0.9233038348082596]
BEAR DRUGS OF NAGS HEAD,[['37055970400']],[0.9650165016501651]
RITE AID - 11547,[['37097060601']],[0.9141284403669725]
BLOOM - 2585,"[['37119005510', '37119005511', '37119005528']]",[0.8103534451981436]
CVS - 4431,"[['37081010602', '37081011500', '37081010602']]",[0.9114106476771787]
RITE AID - 11400,"[['37183054011', '37183054011']]",[0.9506520972858653]
CVS - 5565,"[['37071032702', '37071032702']]",[0.9399048854301773]
CAREMOR FAMILY PHARMACY,"[['37035011505', '37035011506', '37109071101', '37109071101']]",[0.9367368989735279]
HEALTHSMART PHARMACY,[['37097061403']],[0.9784391844387157]
MEDICINE CENTER PHARMACY,[['37085070100']],[0.8949771689497716]
BUNN DRUG,"[['37069060701', '37069060703', '37069060801', '37069060801']]",[0.8795992253936179]
WAL-MART - 4334,"[['37021002701', '37021002702', '37021002702']]",[0.9317450589857514]
RITE AID - 11472,"[['37119004200', '37119004302', '37119004200']]",[0.8197630688228658]
CVS - 7584,[['37067003805']],[0.8837995696280356]
CVS - 7089,"[['37119000103', '37119000501', '37119000502', '37119000503', '37119004900', '37119005200', '37119000103']]",[0.916450397655923]
RITE AID - 11499,"[['37119005847', '37119005817']]",[0.9746756616502336]
CVS - 7330,[['37127010506']],[0.929562875492024]
CVS - 3582,"[['37089931000', '37089931000']]",[0.8888208894328845]
RITE AID - 11557,"[['37087920400', '37087920400']]",[0.9038652130822596]
DOROTHEA DIX HOSPITAL PHARMACY,"[['37183051000', '37183051000']]",[0.9442231075697212]
MEDICAL PHARMACY OF ALBEMARLE INCORPORATED,"[['37167931204', '37167931204']]",[0.9655303030303031]
RITE AID - 11453,"[['37119005848', '37119005851', '37119005849']]",[0.9410451781728623]
MOUNTAIN STREET PHARMACY INCORPORATED,"[['37045950500', '37045950400']]",[0.8829767947788252]
THE DRUG STORE,"[['37109070202', '37109070202']]",[0.9259374031608305]
GAMEWELL FAMILY PHARMACY,"[['37027030200', '37027030300', '37027030802', '37027030900', '37027030300']]",[0.8837921930982463]
WALGREENS - 1611,[['37183052701']],[0.6551627777001537]
RITE AID - 11422,"[['37013930200', '37013930400', '37013930300']]",[0.865173143910935]
WALGREENS - 12728,"[['37063002035', '37063002036']]",[0.914647577092511]
CVS - 5504,"[['37051002505', '37051002505']]",[0.8634961439588689]
WALGREENS - 6479,[['37119005834']],[0.9330376940133037]
WAL-MART SUPERCENTER - 1238,[['37051002001']],[0.8408488063660478]
WAL-MART - 2247,[['37183053004']],[0.9752066115702479]
CVS - 4297,[['37037020402']],[0.6554726368159204]
RITE AID - 11383,[['37101040700']],[0.9223684210526316]
RITE AID - 11366,"[['37135011800', '37135011903', '37135011904', '37135011903']]",[0.936404931862427]
POPE AIR FORCE BASE - 43RD MEDICAL SQUADRON - POPE HEALTH CLINIC-DOD,"[['37051003401', '37085071302', '37051003401']]",[0.9320582877959928]
CATAWBA VALLEY MEDICAL CENTER,[['37035010204']],[0.8402354851806739]
HARRIS TEETER - 69,"[['37183052509', '37183052509']]",[0.8908081431215299]
THE VILLAGE AT BROOKWOOD,"[['37001020602', '37001020602']]",[0.9074580242092932]
CVS - 6407,"[['37045950603', '37045950400']]",[0.9058441558441559]
RITE AID - 11373,"[['37183052813', '37183052814', '37183052812']]",[0.9030920400252411]
RITE AID - 11334,"[['37081014000', '37081014000']]",[0.6770094562647754]
ALBEMARLE COMPOUNDING AND PRESCRIPTION CENTER,[['37167931204']],[0.9655303030303031]
HEALTH INNOVATIONS PHARMACY,[['37125951102']],[0.8946078431372549]
SOUTH COURT DRUG COMPANY,"[['37001021000', '37001021000']]",[0.7892948173322005]
CVS - 7394,"[['37081011601', '37081012604', '37081012611', '37081011601']]",[0.8366713472766241]
WAL-MART SUPERCENTER - 3626,"[['37067003600', '37067003702', '37067003702']]",[0.8501068431750665]
BRIER CREEK HEALTH MART PHARMACY,"[['37183980100', '37183053613']]",[0.9004399166473721]
WALGREENS - 7278,"[['37159051302', '37159050500']]",[0.9171136031204291]
DURHAM TREATMENT CENTER,"[['37063000401', '37063001705', '37063001705']]",[0.9111094985850083]
WALGREENS - 2453,"[['37147000901', '37147000902', '37147001001', '37147000303']]",[0.8856575833905809]
VETERAN AFFAIRS MEDICAL CENTER - CHARLOTTE CLINIC,"[['37119005613', '37119005623']]",[0.8901000256476019]
SEVEN LAKES PRESCRIPTION SHOPPE,"[['37125950304', '37125950305', '37125950303']]",[0.9488168040414783]
MATTHEWS HEALTH MART PHARMACY,"[['37163970600', '37163970701', '37163970702', '37163970701']]",[0.8458712665708353]
INGLES MARKETS - 130,[['37021002204']],[0.9408638625056536]
WALGREENS - 6951,[['37129010503']],[0.6934269944806823]
INGLES MARKETS - 67,[['37175960301']],[0.8907462686567165]
RITE AID - 11364,"[['37183053423', '37183053435', '37183053509', '37183053518', '37183053423']]",[0.9344334433443344]
WAL-MART SUPERCENTER - 3305,"[['37157040601', '37157040602', '37157040900', '37157040900']]",[0.8808093101087701]
WALGREENS - 1056,[['37155960900']],[0.8962925851703407]
WAL-MART SUPERCENTER - 2704,"[['37151030503', '37151031304', '37151031401']]",[0.8896016205266711]
CVS - 3569,"[['37097060902', '37097061003', '37097061003']]",[0.9056685044796692]
CVS - 3620,"[['37139960400', '37139960300']]",[0.8790913166940667]
RITE AID - 11386,[['37183053111']],[0.8935785843324027]
TOXAWAY PHARMACY,"[['37175960601', '37175960602', '37175960601']]",[0.7224521469218831]
CVS - 2471,"[['37183053725', '37183053726', '37183053726']]",[0.9383356790992259]
