Pharmacy,Populations,Insurance,Poverty,Work,Average,County,Target,Result
WG BILL HEFNER VETERANS AFFAIRS MEDICAL CENTER,[['37159050400']],0.14490818030050084,0.8774624373956594,0.39744175422567385,0.47327079064061134,Rowan,0.6175117525471473,True
BI-LO - 185,"[['37025040704', '37025040900', '37025040704']]",0.19040598775232478,0.9154003175323202,0.16291240045506258,0.4229062352465692,Cabarrus,0.6096473779385173,True
CVS - 3694,"[['37119001921', '37119001926', '37119002007', '37119001927']]",0.10855628686212497,0.8198136592871186,0.09829899991452261,0.3422229820212554,Mecklenburg,0.6095541200719841,False
RITE AID - 11564,"[['37089931300', '37089931300']]",0.1675430210325048,0.8271988527724665,0.2447418738049713,0.41316124920331426,Henderson,0.5904929953090631,True
CVS - 7315,"[['37009970701', '37009970702', '37193960901', '37009970501']]",0.1813551177318597,0.8835175396444017,0.10330220467892558,0.38939162068506233,Ashe,0.6072887685790914,True
HARRIS TEETER - 160,"[['37119002903', '37119002903']]",0.05844317333996518,0.995026112907237,0.024620741109176822,0.3593633424521263,Mecklenburg,0.6095541200719841,False
CVS - 7572,"[['37151031101', '37151031401', '37151031402', '37151031401']]",0.18678762502907653,0.8975924633635729,0.22316915481368285,0.43584974773544416,Randolph,0.6098074001924837,True
ATKINSON DRUG,"[['37141920501', '37163971002', '37163971003', '37141920501']]",0.2024186348510673,0.8516354192029868,0.18362061989155945,0.4125582246485379,Pender,0.6072532408333887,True
WAL-MART SUPERCENTER - 4459,"[['37127011101', '37127011101']]",0.1095592799503414,0.9227188081936686,0.05493482309124767,0.36240430374508587,Nash,0.6152477772611347,False
WALGREENS - 7801,"[['37101041104', '37101041004']]",0.09080445069702008,0.819030566568615,0.14816232771822357,0.3526657816612862,Johnston,0.608306517761373,False
RANDOLPH MEDICAL PHARMACY,[['37119002202']],0.0751188589540412,0.9670364500792393,0.05388272583201268,0.3653460116217644,Mecklenburg,0.6095541200719841,False
ELLIOTTS PHARMACY,"[['37085071002', '37085071003', '37183053106', '37183053112', '37183053113', '37183053112']]",0.13977797001153403,0.9147923875432526,0.10725211445024294,0.38727415733500986,Harnett,0.6069880918386263,True
FOOD LION - 1654,"[['37183054116', '37183054121', '37183054022']]",0.07590871490438421,0.8486691645175417,0.09935866290933826,0.3413121807770881,Wake,0.6112400554835205,False
WALGREENS - 1319,[['37129010700']],0.24070125562662875,0.8858090499881545,0.34579219558063,0.49076750039847106,New Hanover,0.6183353687872396,True
HOMECHOICE PARTNERS,[['37063002036']],0.05343796711509716,0.9170403587443946,0.13266068759342303,0.36771300448430494,Durham,0.6141125194963134,False
RITE AID - 11490,"[['37119001917', '37119005627', '37119001917']]",0.07875997544505832,0.7953959484346225,0.2049165177746288,0.35969081388476987,Mecklenburg,0.6095541200719841,False
RITE AID - 11488,"[['37119005815', '37119003018']]",0.06836094579379122,0.9264918771111469,0.06047933086697764,0.3517773845906386,Mecklenburg,0.6095541200719841,False
NORTH CAROLINA SPECIALTY HOSPITAL,[['37063000102']],0.12148028962188254,0.7951193349423438,0.1995172968624296,0.37203897380888534,Durham,0.6141125194963134,True
ASHEBORO DRUG COMPANY INCORPORATED,[['37151030201']],0.20253968253968255,0.8476190476190476,0.2092063492063492,0.41978835978835977,Randolph,0.6098074001924837,True
CAROLINAS MEDICAL CENTER - STEELE CREEK,"[['37119005925', '37119005926', '37119005918']]",0.06314849171992029,0.961038961038961,0.013742870885728028,0.34597677454820314,Mecklenburg,0.6095541200719841,False
D-REX DRUGS OF JONESVILLE,"[['37197050300', '37171930901']]",0.196360558611934,0.8616165890816758,0.15928548779198817,0.40575421182853266,Yadkin,0.6112156567557393,True
THE MEDICINE SHOPPE PHARMACY,"[['37025041902', '37025042402']]",0.12587121606158327,0.8310621034016437,0.1528343250861259,0.3699225481831176,Cabarrus,0.6096473779385173,True
WALGREENS - 7767,"[['37025041202', '37025042503']]",0.07599786172487527,0.9393264433357092,0.06459372772630079,0.35997267759562845,Cabarrus,0.6096473779385173,False
DENTON DRUG STORE,"[['37057061902', '37057062002']]",0.21978268175198834,0.8728576229416377,0.20472888484710697,0.4324563965135777,Davidson,0.613972849529569,True
INGLES MARKETS - 120,"[['37023020301', '37023020303', '37023020304', '37023021400', '37023021400']]",0.19544628336362765,0.881469434612073,0.1459801524521789,0.4076319568092932,Burke,0.62122229939238,True
WAL-MART - 1064,[['37027030100']],0.1697559185171591,0.7072857405028445,0.2329295154185022,0.36999039147950197,Caldwell,0.6086529128719823,True
RITE AID - 11426,"[['37195000802', '37195000801']]",0.20450723175243862,0.7832156071308443,0.46494652860295366,0.48422312249541216,Wilson,0.622093416535606,True
WAL-MART SUPERCENTER - 1268,"[['37047930900', '37047930900']]",0.16059225512528474,0.8724373576309795,0.25028519279032624,0.42777160184886354,Columbus,0.6105412441232466,True
CVS - 5563,[['37019020201']],0.12867898699520877,0.8819301848049281,0.1951761888470749,0.4019284535490706,Brunswick,0.5945979614666878,True
RITE AID - 11522,"[['37129010503', '37129010600', '37129010503']]",0.10894596988485385,0.8151334936100215,0.11501961280526382,0.346366358766713,New Hanover,0.6183353687872396,False
PRESCRIPTION SHOPPE,[['37125951102']],0.11048265460030166,0.8946078431372549,0.08844896476571014,0.36451315416775554,Moore,0.5874958594441854,True
RITE AID - 11546,"[['37171930901', '37193960101', '37193960102', '37193960200', '37171930901']]",0.1936460773670076,0.8244671733043826,0.16284783726644192,0.39365369597927735,Surry,0.6140156870430253,True
CVS - 7062,"[['37081015302', '37081017200', '37081017200']]",0.0924103340588625,0.9364531087347402,0.12553131198639841,0.3847982515933337,Guilford,0.6247971407630547,True
TRYON PHARMACY,"[['37149920303', '37149920304', '37149920304']]",0.24955461148417157,0.9236672605180211,0.11630777671101358,0.4298432162377354,Polk,0.5920259619842373,True
FREEDOM HILL COMMUNITY HEALTH CENTER PHARMACY,"[['37065020800', '37065020900', '37065020900']]",0.17592331547786863,0.9158443755286158,0.24062588102621935,0.44413119067756796,Edgecombe,0.6422826503255457,True
CVS - 8260,"[['37119006105', '37119006108', '37119006223', '37119006105']]",0.08646854252292127,0.902782168827063,0.06773759594840548,0.3523294357661299,Mecklenburg,0.6095541200719841,False
CVS - 2877,"[['37179020203', '37179020309', '37179020309']]",0.10534864833507368,0.9466295393897204,0.03663045990293506,0.362869549209243,Union,0.6020998533440247,True
RITE AID - 11507,[['37051002100']],0.16372939169982945,0.8720864127345083,0.14732724902216426,0.394381017818834,Cumberland,0.6040513776722567,True
WALKER'S DRUG STORE,"[['37119005846', '37119005846']]",0.03056532323505545,0.9859345415201515,0.047335677576413306,0.35461184744387336,Mecklenburg,0.6095541200719841,False
CVS - 7559,"[['37001020501', '37001021500', '37001020502']]",0.10004719207173195,0.8930313040742489,0.1553077889447236,0.38279542836356817,Alamance,0.6189910453054347,True
CVS - 7039,"[['37183053005', '37183053006', '37183053405']]",0.06669884946496098,0.9443237589508408,0.030136543588914922,0.34705305066823894,Wake,0.6112400554835205,False
DRUMS PHARMACY,"[['37065020700', '37083930901', '37083930902', '37083930902']]",0.17248041214983365,0.8429752066115702,0.3243681140635126,0.4466079109416388,Edgecombe,0.6422826503255457,True
3HC,[['37191001900']],0.1329394387001477,0.9153126538650911,0.3249630723781389,0.45773838831445923,Wayne,0.615952372860234,True
BIRMINGHAM DRUG COMPANY INCORPORATED,"[['37153971000', '37153971100', '37153970900']]",0.15651047988994093,0.884761673545359,0.26034063260340634,0.4338709286795687,Richmond,0.6425332748281407,True
CVS - 3864,"[['37051001500', '37051001603', '37051001604', '37051003002', '37051001603']]",0.1891219512195122,0.8965365853658537,0.186300447351965,0.4239863279791103,Cumberland,0.6040513776722567,True
PROFESSIONAL CARE HOME OXYGEN AND MEDICAL EQUIPMENT,[['37051001800']],0.22333044232437121,0.8018213356461406,0.24131944444444445,0.4221570741383187,Cumberland,0.6040513776722567,True
WALGREENS - 7647,"[['37067002605', '37067003908', '37067002605']]",0.0847209271346743,0.98001864926069,0.05557043385109802,0.37343667008215414,Forsyth,0.6221954212353153,True
WALGREENS - 7342,"[['37119003020', '37119003013']]",0.09704321455648218,0.9758475035199826,0.01321347341059244,0.36203473049568574,Mecklenburg,0.6095541200719841,False
CAROLINAS MEDICAL CENTER - NORTH PARK PHARMACY,"[['37119005306', '37119005308', '37119005306']]",0.06080892608089261,0.6754532775453278,0.2937693825768255,0.3433438620676819,Mecklenburg,0.6095541200719841,False
RITE AID - 11438,"[['37119006208', '37119006208']]",0.04729011689691817,0.8929330499468651,0.04649309245483528,0.3289054197662062,Mecklenburg,0.6095541200719841,False
HARRIS TEETER - 63,"[['37127010504', '37127010506']]",0.1238403451995685,0.9235167206040993,0.11166253101736973,0.3863398656070125,Nash,0.6152477772611347,True
HARDIN'S DRUG - 2,"[['37161961001', '37161961102', '37161961103', '37161961104', '37161960900']]",0.20282504363001747,0.8712369109947644,0.1640530759951749,0.41270501020665223,Rutherford,0.6163353562876727,True
COLUMBIA PHARMACY,"[['37095920101', '37177960100', '37177960100']]",0.1820025348542459,0.8498098859315589,0.20564928425357873,0.41248723501312784,Hyde,0.5844865516996666,True
FAMILY PHARMACY,"[['37153970400', '37153970400']]",0.18357022404239942,0.9009877138039026,0.09467598169115876,0.3930779731791536,Richmond,0.6425332748281407,True
LAUREL MEDICAL CENTER PHARMACY,"[['37115010100', '37115010100']]",0.15170278637770898,0.8804179566563467,0.15944272445820434,0.3971878224974201,Madison,0.614916858651872,True
WAL-MART SUPERCENTER - 1613,"[['37081014200', '37081014501', '37081014503', '37151031601', '37151031602', '37151031602']]",0.18281782522024306,0.8105588065076201,0.2234111125435091,0.40559591475712403,Guilford,0.6247971407630547,True
MLK PHARMACY,"[['37067000500', '37067000600', '37067001602', '37067001700', '37067001800', '37067000700']]",0.167901878914405,0.8332985386221294,0.3149113660062565,0.43870392784759704,Forsyth,0.6221954212353153,True
CVS - 3988,"[['37081014408', '37081014408']]",0.18834737999267132,0.8171491388787101,0.2674972517405643,0.42433125687064854,Guilford,0.6247971407630547,True
MEDICAL ARTS PHARMACY,"[['37181960300', '37181960400']]",0.1894540363975735,0.9333877741483901,0.08306112925804947,0.4019676466013377,Vance,0.6316686205549039,True
WAKE FOREST UNIVERSITY STUDENT HEALTH SERVICE PHARMACY,"[['37067001300', '37067002704', '37067002705', '37067001300']]",0.10052910052910052,0.9098467669896241,0.2908742820676452,0.43375004986212334,Forsyth,0.6221954212353153,True
WAL-MART SUPERCENTER - 1133,"[['37167931002', '37167931203', '37167931203']]",0.2645659299989426,0.8343026329702865,0.3607909485037538,0.4865531704909943,Stanly,0.6010544721203147,True
WAL-MART SUPERCENTER - 2749,"[['37023020203', '37111970101', '37111970102', '37121950400']]",0.16624649859943977,0.8412464985994398,0.08957106812447435,0.3656880217744513,Burke,0.62122229939238,False
PIEDMONT DRUG AND HOME DELIVERY,"[['37081016409', '37081016410', '37081016505', '37081016506', '37081016506']]",0.12063309097357687,0.9453803865933676,0.059045672649724545,0.37501971673888973,Guilford,0.6247971407630547,True
MARTIN'S DRUG STORE,"[['37021002401', '37087920300', '37087920400']]",0.14999441153459261,0.8900190007823852,0.1504843433205677,0.3968325852125152,Buncombe,0.6032988614670457,True
WALGREENS - 9462,[['37163970701']],0.06757464641173389,0.8255631220534311,0.16308337703198741,0.35207371516571745,Sampson,0.6218358332772808,False
CAREPLUS,"[['37119000301', '37119000302', '37119002600', '37119980300', '37119000301']]",0.08201717927403714,0.9387642006095871,0.09254641174840676,0.37110926387734366,Mecklenburg,0.6095541200719841,True
WAL-MART SUPERCENTER - 1664,[['37195000501']],0.1305094447624499,0.9579278763594734,0.05037206639954207,0.37960312917382183,Wilson,0.622093416535606,True
CARLIE C'S IGA,"[['37051003307', '37051003310', '37051003311', '37051003316', '37051003318', '37051003310']]",0.13520723212962504,0.8754137232623623,0.167013198336648,0.39254471790954515,Cumberland,0.6040513776722567,True
CVS - 4098,"[['37179020316', '37179020313']]",0.09890859481582538,0.9170532060027285,0.06335028170949566,0.3597706941760166,Union,0.6020998533440247,False
RITE AID - 11532,"[['37031971103', '37031971103']]",0.22794552989934871,0.9105979869745412,0.09258160237388724,0.4103750397492591,Carteret,0.5911289689548256,True
SAM'S CLUB - 6668,[['37063002037']],0.03293807641633729,0.9375117635987201,0.019386410690758516,0.3299454169019386,Durham,0.6141125194963134,False
RAPER DISCOUNT DRUGS,[['37191001900']],0.1329394387001477,0.9153126538650911,0.3249630723781389,0.45773838831445923,Wayne,0.615952372860234,True
RITE AID - 11461,"[['37161960102', '37161960502', '37161960503', '37161960503']]",0.26991766941101963,0.8953768207726409,0.19564663951120162,0.4536470432316207,Rutherford,0.6163353562876727,True
RITE AID - 11556,"[['37021002305', '37021002402', '37021002503', '37021002504', '37021002505', '37021002505']]",0.14211741219040488,0.8493355792625865,0.08071019974367791,0.35738773039888977,Buncombe,0.6032988614670457,False
HARRIS TEETER - 249,"[['37179021004', '37179021020', '37179021020']]",0.04791978644442998,0.902402500162771,0.022271424850221412,0.32419790381914076,Union,0.6020998533440247,False
WAL-MART - 2137,"[['37063002029', '37135011206', '37063002029']]",0.1156183281326983,0.9761044506487108,0.0816225981277714,0.39111512563639345,Durham,0.6141125194963134,True
FOSTER DRUG,"[['37059080102', '37059080500', '37059080701', '37059080702', '37059080600']]",0.20056047035551403,0.8689488433430408,0.1642397933952415,0.41124970236459873,Davie,0.6075735138565691,True
WAL-MART SUPERCENTER - 1663,"[['37087920701', '37087920800', '37087921202', '37087921201']]",0.1709874989512543,0.8725564225186677,0.14044802416310093,0.3946639818776743,Haywood,0.6000540292298133,True
PHARMERICA,"[['37081012618', '37081012618']]",0.15230613279270147,0.8765838824125697,0.3295247987535705,0.4528049379862806,Guilford,0.6247971407630547,True
HAYES-BARTON PHARMACY,"[['37183051600', '37183051700', '37183051600']]",0.0681376215407629,0.9827225130890053,0.029768137621540763,0.36020942408376966,Wake,0.6112400554835205,False
RITE AID - 11391,[['37183050400']],0.04940197607904316,0.9490379615184608,0.08967223252937538,0.3627040567089597,Wake,0.6112400554835205,False
REMEDY SHOPPE HEALTH MART PHARMACY,"[['37019020508', '37019020518']]",0.18261021083812512,0.9653249695068827,0.05854678515420805,0.40216065516640526,Brunswick,0.5945979614666878,True
WALGREENS - 9562,[['37045950900']],0.22292051756007394,0.933456561922366,0.2536204975863349,0.4699991923562583,Cleveland,0.6276466662622097,True
CHAIR CITY PHARMACY,"[['37057060900', '37057061000']]",0.1241115943566352,0.8229553410416888,0.18686599038974908,0.3779776419293577,Davidson,0.613972849529569,True
INGLES MARKETS - 27,[['37161960800']],0.2551557700745941,0.8211935059236507,0.43387061161404283,0.5034066292040958,Rutherford,0.6163353562876727,True
MID-CAROLINA HOMECARE SPECIALISTS,"[['37183053609', '37183053609']]",0.07613469985358712,0.8982430453879942,0.13862815884476534,0.3710019680287822,Wake,0.6112400554835205,True
WALGREENS - 6616,[['37147000301']],0.10497032640949555,0.9083827893175074,0.08160237388724036,0.36498516320474783,Pitt,0.645969128565846,False
WAL-MART SUPERCENTER - 2772,"[['37019020305', '37019020306', '37019020307', '37019020305']]",0.12952609158679446,0.9032215122470714,0.04514073287307488,0.3592961122356469,Brunswick,0.5945979614666878,True
WALGREENS - 12063,"[['37183054305', '37183054305']]",0.1723911616714067,0.8453292496171516,0.10588492671187924,0.37453511266681255,Wake,0.6112400554835205,True
CAROLINA BREATHING SOLUTIONS,"[['37087920900', '37087921100', '37087921301', '37087920900']]",0.18938885157824042,0.8626115321884295,0.1794871794871795,0.4104958544179498,Haywood,0.6000540292298133,True
DUNN DISCOUNT DRUGS,[['37085070500']],0.1646897025958398,0.8672855423757951,0.14095928226363008,0.3909781757450883,Harnett,0.6069880918386263,True
DOWN EAST RESPIRATORY SERVICES INCORPORATED,"[['37147000504', '37147000504']]",0.10455588331694526,0.9233038348082596,0.38010043942247335,0.46932005251589276,Pitt,0.645969128565846,True
BEAR DRUGS OF NAGS HEAD,[['37055970400']],0.07920792079207921,0.9650165016501651,0.027547295054762694,0.357257239165669,Dare,0.5847359151733029,True
RITE AID - 11547,[['37097060601']],0.09798165137614678,0.9141284403669725,0.19192660550458715,0.40134556574923547,Iredell,0.6076536297665317,True
BLOOM - 2585,"[['37119005510', '37119005511', '37119005528']]",0.05312388432702606,0.8103534451981436,0.12217065333809354,0.32854932762108774,Mecklenburg,0.6095541200719841,False
CVS - 4431,"[['37081010602', '37081011500', '37081010602']]",0.09011529331976942,0.9114106476771787,0.3240037071362373,0.4418432160443951,Guilford,0.6247971407630547,True
RITE AID - 11400,"[['37183054011', '37183054011']]",0.05146281283045471,0.9506520972858653,0.026194690265486726,0.3427698667939356,Wake,0.6112400554835205,False
CVS - 5565,"[['37071032702', '37071032702']]",0.23865110246433205,0.9399048854301773,0.12321660181582361,0.433924196570111,Gaston,0.615712135351936,True
CAREMOR FAMILY PHARMACY,"[['37035011505', '37035011506', '37109071101', '37109071101']]",0.12387898433279308,0.9367368989735279,0.09539812455959673,0.38533800262197254,Catawba,0.607559909583031,True
HEALTHSMART PHARMACY,[['37097061403']],0.11811577220529647,0.9784391844387157,0.07197513151602104,0.3895100293866778,Iredell,0.6076536297665317,True
MEDICINE CENTER PHARMACY,[['37085070100']],0.21389089161259311,0.8949771689497716,0.23447279730380358,0.44778028595538943,Harnett,0.6069880918386263,True
BUNN DRUG,"[['37069060701', '37069060703', '37069060801', '37069060801']]",0.22581459964637535,0.8795992253936179,0.1180432769217816,0.4078190339872583,Franklin,0.6066106492302533,True
WAL-MART - 4334,"[['37021002701', '37021002702', '37021002702']]",0.14639191052550943,0.9317450589857514,0.06680968433956481,0.3816488846169419,Buncombe,0.6032988614670457,True
RITE AID - 11472,"[['37119004200', '37119004302', '37119004200']]",0.1258931929296728,0.8197630688228658,0.1844678450545318,0.3767080356023568,Mecklenburg,0.6095541200719841,True
CVS - 7584,[['37067003805']],0.13403012603750383,0.8837995696280356,0.1675840978593272,0.3951379311749556,Forsyth,0.6221954212353153,True
CVS - 7089,"[['37119000103', '37119000501', '37119000502', '37119000503', '37119004900', '37119005200', '37119000103']]",0.08832147341984094,0.916450397655923,0.13649025069637882,0.38042070725738086,Mecklenburg,0.6095541200719841,True
RITE AID - 11499,"[['37119005847', '37119005817']]",0.07223663725998962,0.9746756616502336,0.04322976202847345,0.3633806869795655,Mecklenburg,0.6095541200719841,False
CVS - 7330,[['37127010506']],0.09861197431116636,0.929562875492024,0.0534604227103191,0.3605450908378365,Nash,0.6152477772611347,False
CVS - 3582,"[['37089931000', '37089931000']]",0.21481028151774786,0.8888208894328845,0.2248062015503876,0.44281245750034,Henderson,0.5904929953090631,True
RITE AID - 11557,"[['37087920400', '37087920400']]",0.15609514370664024,0.9038652130822596,0.10753221010901882,0.38916418896597293,Haywood,0.6000540292298133,True
DOROTHEA DIX HOSPITAL PHARMACY,"[['37183051000', '37183051000']]",0.13864541832669322,0.9442231075697212,0.11151368760064412,0.3981274044990195,Wake,0.6112400554835205,True
MEDICAL PHARMACY OF ALBEMARLE INCORPORATED,"[['37167931204', '37167931204']]",0.2746212121212121,0.9655303030303031,0.1534090909090909,0.464520202020202,Stanly,0.6010544721203147,True
RITE AID - 11453,"[['37119005848', '37119005851', '37119005849']]",0.05687677980451012,0.9410451781728623,0.04802586007850381,0.34864927268529206,Mecklenburg,0.6095541200719841,False
MOUNTAIN STREET PHARMACY INCORPORATED,"[['37045950500', '37045950400']]",0.17177302393038435,0.8829767947788252,0.19807377793930583,0.4176078655495051,Cleveland,0.6276466662622097,True
THE DRUG STORE,"[['37109070202', '37109070202']]",0.15153393244499536,0.9259374031608305,0.06600557793616361,0.38115897118066316,Lincoln,0.6080074705264387,True
GAMEWELL FAMILY PHARMACY,"[['37027030200', '37027030300', '37027030802', '37027030900', '37027030300']]",0.18371676409579482,0.8837921930982463,0.17175247992442136,0.4130871457061542,Caldwell,0.6086529128719823,True
WALGREENS - 1611,[['37183052701']],0.08299566857621908,0.6551627777001537,0.1329240434037693,0.2903608298933807,Wake,0.6112400554835205,False
RITE AID - 11422,"[['37013930200', '37013930400', '37013930300']]",0.193156205177242,0.865173143910935,0.2716142270861833,0.44331452539145344,Beaufort,0.6190773159903187,True
WALGREENS - 12728,"[['37063002035', '37063002036']]",0.07885462555066079,0.914647577092511,0.06420082194823948,0.35256767486380375,Durham,0.6141125194963134,False
CVS - 5504,"[['37051002505', '37051002505']]",0.15681233933161953,0.8634961439588689,0.30102835774384545,0.44044561367811136,Cumberland,0.6040513776722567,True
WALGREENS - 6479,[['37119005834']],0.10886917960088692,0.9330376940133037,0.06031042128603104,0.36740576496674054,Mecklenburg,0.6095541200719841,True
WAL-MART SUPERCENTER - 1238,[['37051002001']],0.10510610079575597,0.8408488063660478,0.23714458560193588,0.39436649758791326,Cumberland,0.6040513776722567,True
WAL-MART - 2247,[['37183053004']],0.09203606311044328,0.9752066115702479,0.06574004507888806,0.3776609065865264,Wake,0.6112400554835205,True
CVS - 4297,[['37037020402']],0.09970978441127695,0.6554726368159204,0.32305127136306794,0.3594112308634218,Chatham,0.6020336574752454,False
RITE AID - 11383,[['37101040700']],0.20078947368421052,0.9223684210526316,0.28342105263157896,0.46885964912280703,Johnston,0.608306517761373,True
RITE AID - 11366,"[['37135011800', '37135011903', '37135011904', '37135011903']]",0.0783041315163314,0.936404931862427,0.1910525178301275,0.4019205270696286,Orange,0.6325227083559514,True
POPE AIR FORCE BASE - 43RD MEDICAL SQUADRON - POPE HEALTH CLINIC-DOD,"[['37051003401', '37085071302', '37051003401']]",0.09863387978142077,0.9320582877959928,0.11951745625948709,0.38340320794563354,Cumberland,0.6040513776722567,True
CATAWBA VALLEY MEDICAL CENTER,[['37035010204']],0.12342671538773853,0.8402354851806739,0.1464060272856852,0.37002274261803253,Catawba,0.607559909583031,True
HARRIS TEETER - 69,"[['37183052509', '37183052509']]",0.11381863047501542,0.8908081431215299,0.13972856261566935,0.3814517787374048,Wake,0.6112400554835205,True
THE VILLAGE AT BROOKWOOD,"[['37001020602', '37001020602']]",0.1745411948457634,0.9074580242092932,0.04009342156481121,0.3740308802066226,Alamance,0.6189910453054347,True
CVS - 6407,"[['37045950603', '37045950400']]",0.16692131398013751,0.9058441558441559,0.1520244461420932,0.4082633053221289,Cleveland,0.6276466662622097,True
RITE AID - 11373,"[['37183052813', '37183052814', '37183052812']]",0.11944469485260975,0.9030920400252411,0.09773755656108597,0.373424763812979,Wake,0.6112400554835205,True
RITE AID - 11334,"[['37081014000', '37081014000']]",0.1347517730496454,0.6770094562647754,0.28848560700876097,0.36674894544106057,Guilford,0.6247971407630547,False
ALBEMARLE COMPOUNDING AND PRESCRIPTION CENTER,[['37167931204']],0.2746212121212121,0.9655303030303031,0.1534090909090909,0.464520202020202,Stanly,0.6010544721203147,True
HEALTH INNOVATIONS PHARMACY,[['37125951102']],0.11048265460030166,0.8946078431372549,0.08844896476571014,0.36451315416775554,Moore,0.5874958594441854,True
SOUTH COURT DRUG COMPANY,"[['37001021000', '37001021000']]",0.12276975361087511,0.7892948173322005,0.42778249787595585,0.44661568960634385,Alamance,0.6189910453054347,True
CVS - 7394,"[['37081011601', '37081012604', '37081012611', '37081011601']]",0.11987288448747321,0.8366713472766241,0.19559043348281016,0.38404488841563583,Guilford,0.6247971407630547,True
WAL-MART SUPERCENTER - 3626,"[['37067003600', '37067003702', '37067003702']]",0.09120758847136082,0.8501068431750665,0.10115922441129074,0.347491218685906,Forsyth,0.6221954212353153,False
BRIER CREEK HEALTH MART PHARMACY,"[['37183980100', '37183053613']]",0.11576753878212549,0.9004399166473721,0.04800189170016552,0.354736449043221,Wake,0.6112400554835205,False
WALGREENS - 7278,"[['37159051302', '37159050500']]",0.15346172598732324,0.9171136031204291,0.04922210300429185,0.37326581070401477,Rowan,0.6175117525471473,True
DURHAM TREATMENT CENTER,"[['37063000401', '37063001705', '37063001705']]",0.09948479791016616,0.9111094985850083,0.18177200493432988,0.3974554338098348,Durham,0.6141125194963134,True
WALGREENS - 2453,"[['37147000901', '37147000902', '37147001001', '37147000303']]",0.1343408900083963,0.8856575833905809,0.3177091183119819,0.44590253057031964,Pitt,0.645969128565846,True
VETERAN AFFAIRS MEDICAL CENTER - CHARLOTTE CLINIC,"[['37119005613', '37119005623']]",0.05026929982046679,0.8901000256476019,0.1663880673781664,0.368919130948745,Mecklenburg,0.6095541200719841,True
SEVEN LAKES PRESCRIPTION SHOPPE,"[['37125950304', '37125950305', '37125950303']]",0.19502791810688647,0.9488168040414783,0.10486342438374417,0.41623604884403625,Moore,0.5874958594441854,True
MATTHEWS HEALTH MART PHARMACY,"[['37163970600', '37163970701', '37163970702', '37163970701']]",0.15436831177128255,0.8458712665708353,0.245361484325016,0.41520035422237794,Sampson,0.6218358332772808,True
INGLES MARKETS - 130,[['37021002204']],0.13138851198552692,0.9408638625056536,0.07620985979194934,0.3828207447610433,Buncombe,0.6032988614670457,True
WALGREENS - 6951,[['37129010503']],0.10085298544907174,0.6934269944806823,0.17661816357250376,0.32363271450075265,New Hanover,0.6183353687872396,False
INGLES MARKETS - 67,[['37175960301']],0.1408955223880597,0.8907462686567165,0.05894736842105263,0.36352971982194293,Transylvania,0.5864944358531187,True
RITE AID - 11364,"[['37183053423', '37183053435', '37183053509', '37183053518', '37183053423']]",0.0745874587458746,0.9344334433443344,0.03037640325775919,0.3464657684493227,Wake,0.6112400554835205,False
WAL-MART SUPERCENTER - 3305,"[['37157040601', '37157040602', '37157040900', '37157040900']]",0.20004563778808854,0.8808093101087701,0.14279137573850995,0.4078821078784562,Rockingham,0.6298912027105816,True
WALGREENS - 1056,[['37155960900']],0.1818637274549098,0.8962925851703407,0.2029058116232465,0.4270207080828323,Robeson,0.6425942755842783,True
WAL-MART SUPERCENTER - 2704,"[['37151030503', '37151031304', '37151031401']]",0.15584064821066848,0.8896016205266711,0.21051908816259268,0.4186537856333108,Randolph,0.6098074001924837,True
CVS - 3569,"[['37097060902', '37097061003', '37097061003']]",0.13938662991040662,0.9056685044796692,0.1217473720489402,0.3889341688130053,Iredell,0.6076536297665317,True
CVS - 3620,"[['37139960400', '37139960300']]",0.1914512031086534,0.8790913166940667,0.33890577507598785,0.46981609829290266,Pasquotank,0.6013999337309477,True
RITE AID - 11386,[['37183053111']],0.08310067334537691,0.8935785843324027,0.06444226365718024,0.3470405071116533,Wake,0.6112400554835205,False
TOXAWAY PHARMACY,"[['37175960601', '37175960602', '37175960601']]",0.10062079668908433,0.7224521469218831,0.13044605809128632,0.3178396672340846,Transylvania,0.5864944358531187,False
CVS - 2471,"[['37183053725', '37183053726', '37183053726']]",0.10432793807178044,0.9383356790992259,0.07921313778870642,0.3739589183199043,Wake,0.6112400554835205,True
CAMP LEJEUNE NAVAL HOSPITAL PHARMACY-DOD,"[['37133000700', '37133000901', '37133000901']]",0.06385696040868455,0.9972860791826309,0.10012062726176116,0.3870878889510256,Onslow,0.560977263219856,True
KING'S PHARMACY AND COMPOUNDING LAB,[['37129010503']],0.10085298544907174,0.6934269944806823,0.17661816357250376,0.32363271450075265,New Hanover,0.6183353687872396,False
DAVIS DRUG COMPANY,"[['37101040101', '37101040102', '37101040103', '37195001600', '37101040101']]",0.13890283255647184,0.8495518106848333,0.19815734542575397,0.3955373295556864,Johnston,0.608306517761373,True
WALGREENS - 12730,"[['37183053805', '37183053808', '37183054011']]",0.06798693344222131,0.9653940383830135,0.01872505883556738,0.3507020102202674,Wake,0.6112400554835205,False
ROCKY POINT PAVILION PHARMACY,"[['37141920601', '37141920602', '37141920602']]",0.1466093600764088,0.8888661481784691,0.1788278738972851,0.404767794050721,Pender,0.6072532408333887,True
CVS - 7018,"[['37183051900', '37183052001']]",0.11569069960802945,0.8479629409668606,0.23209817705230548,0.39858393920906515,Wake,0.6112400554835205,True
