Pharmacy,Populations,Percent
WALGREENS - 10132,[['37139960300']],[0.3719115734720416]
BI-LO - 11,"[['37113970304', '37113970600', '37113970304']]",[0.5066763425253992]
HARRIS TEETER - 343,"[['37179021018', '37179021018']]",[0.5426275331935709]
WAL-MART SUPERCENTER - 2440,"[['37099950400', '37099950400']]",[0.45936532507739936]
ETOWAH PHARMACY,"[['37089930703', '37089931901', '37089931902', '37089930703']]",[0.463747376454875]
ALMAND'S DRUG,"[['37065020200', '37065021400', '37065020300']]",[0.4154929577464789]
CHERRY HOSPITAL,"[['37191000901', '37191001102']]",[0.4888375673595073]
QUALITY HOME HEALTHCARE,"[['37105030101', '37105030101']]",[0.4647020725388601]
WATERS DRUG COMPANY,"[['37155960503', '37155960601', '37155960602', '37155960503']]",[0.5054682159945317]
RITE AID - 11495,"[['37119005525', '37119006305', '37119005525']]",[0.5411581718114381]
CVS - 7030,"[['37067003909', '37067003909']]",[0.49959382615759546]
HARRIS TEETER - 202,[['37025042402']],[0.4466920514040933]
MOOSE PHARMACY,"[['37025042401', '37025042401']]",[0.5197106690777576]
HARRIS TEETER - 68,"[['37025042501', '37025042503', '37025042503']]",[0.5231711179140716]
WALGREENS - 10541,"[['37183053506', '37183053519', '37183053519']]",[0.48435788192331103]
HAMPSTEAD FAMILY PHARMACY,"[['37141920106', '37141920203', '37141990100', '37141920202']]",[0.5110832287745714]
SAM'S CLUB - 4831,"[['37063002015', '37063002030', '37063002031']]",[0.49316522893165227]
WALGREENS - 10087,[['37183052704']],[0.46017699115044247]
MOUNTAINMED,"[['37111970200', '37111970400']]",[0.47989833641404805]
RITE AID - 11536,"[['37133002100', '37133002201', '37133002201']]",[0.508892068683565]
CW WILLIAMS COMMUNITY HEALTH CENTER PHARMACY,"[['37119003902', '37119003902']]",[0.454172366621067]
CAROLINAS MEDICAL CENTER - AIRPORT CENTER PHARMACY,"[['37119004000', '37119004000']]",[0.5467091295116773]
WAL-MART - 4250,"[['37063002037', '37183053608', '37063002037']]",[0.4914223224659969]
CVS - 7580,"[['37101040600', '37101040700', '37101040700']]",[0.47836241241928834]
WALGREENS - 6926,"[['37195000402', '37195001700', '37195000402']]",[0.4439585357952705]
CAROLINA COMPOUNDING PHARMACY AND HEALTH CENTER,"[['37183053422', '37183053424', '37183053425']]",[0.4777794630668891]
CRITICAL CARE SYSTEMS,"[['37081016405', '37081016405']]",[0.5851364063969896]
RITE AID - 11529,"[['37047931000', '37047930900']]",[0.5199804273364868]
WEBSTER'S PHARMACY,"[['37155961602', '37155961700', '37155961802', '37155961700']]",[0.4696595519491974]
SAM'S CLUB - 8218,"[['37051002200', '37051002301', '37051002302', '37051002401', '37051002200']]",[0.46226161697555734]
UNITED STATES DEPARTMENT OF VETERANS AFFAIRS - WINSTON-SALEM SATELLITE OUTPATIENT CLINIC,[['37067003805']],[0.3888402625820569]
LAKE BRANDT PHARMACY,"[['37081015601', '37081015601']]",[0.4968325791855204]
HEALTHRIDGE PHARMACY,"[['37021003103', '37021003107']]",[0.4514659834898947]
COLLEGE PARK PHARMACY,"[['37071031203', '37071032302']]",[0.4722222222222222]
CVS - 4379,[['37027030100']],[0.4673273459275317]
RITE AID - 11534,[['37049961301']],[0.49706666666666666]
WALGREENS - 7766,"[['37119003015', '37119005811', '37119005865']]",[0.470100814804585]
WALGREENS - 7919,[['37129011611']],[0.4786680541103018]
CVS - 7053,"[['37001021205', '37001021205']]",[0.4374653611675596]
WAL-MART SUPERCENTER - 2793,"[['37067003004', '37067003307']]",[0.5361918913181914]
EAST BURKE PHARMACY,"[['37023021000', '37023021202', '37023021100']]",[0.5165067178502879]
HARRIS TEETER - 224,[['37063002023']],[0.4859903381642512]
CVS - 2313,"[['37183054004', '37183054017', '37183054018', '37183054004']]",[0.4562647754137116]
RITE AID - 11365,[['37135011902']],[0.4656319290465632]
WALLACE DRUG COMPANY,"[['37141920300', '37061090705']]",[0.446663419386264]
HARRIS TEETER - 46,"[['37025041506', '37119005619', '37119005621', '37119005615']]",[0.4672261854804868]
CVS - 3880,"[['37081010200', '37081010200']]",[0.49646643109540634]
FOOD LION - 1689,"[['37037020201', '37037020402']]",[0.5213640098603123]
WALGREENS - 7096,"[['37125951002', '37125951102', '37125951102']]",[0.47764227642276424]
CVS - 187,"[['37119005918', '37119005931', '37119005918']]",[0.4640346133044889]
FAMILY CARE PHARMACY,"[['37143920202', '37143920201']]",[0.46172975960210005]
CVS - 7523,"[['37081012805', '37081017102', '37081012805']]",[0.5162568080541343]
BELMONT DRUG HEALTH MART PHARMACY,"[['37071032404', '37071032405', '37119005919', '37071032302']]",[0.5035478650566414]
MIDDLESEX PHARMACY,"[['37101040204', '37127011501', '37127011502', '37127011501']]",[0.4849581308797684]
OVERMAN AND STEVENSON PHARMACISTS,"[['37139960100', '37139960100']]",[0.497907949790795]
CVS - 3856,"[['37025040600', '37025042300', '37025042300']]",[0.48122038599329714]
A PLUS PHARMACY,[['37119002300']],[0.3617021276595745]
RITE AID - 11405,[['37063001711']],[0.48757856929063154]
WAL-MART SUPERCENTER - 3825,"[['37049961101', '37049961102', '37049961201', '37049961201']]",[0.5048747248139218]
CLARKTON DRUG INCORPORATED,"[['37017950501', '37017950502', '37017950601', '37017950601']]",[0.46359911755436495]
HARRIS TEETER - 330,"[['37183053003', '37183053505', '37183053516', '37183053003']]",[0.4692433315187806]
CVS - 7555,"[['37183054111', '37183054120', '37183054218', '37183054218']]",[0.4849133605405767]
WAL-MART - 3889,"[['37183053417', '37183053431', '37183053432', '37183053436']]",[0.48768929638405273]
WALGREENS - 10085,"[['37183052812', '37183052903', '37183052812']]",[0.49470127476578096]
CVS - 4299,[['37119005834']],[0.53915553951642]
WALGREENS - 1253,[['37067003202']],[0.44080215966062475]
CVS - 7026,"[['37067004005', '37067004014']]",[0.4883869593010867]
HEALTH CARE CONNECTIONS,"[['37093970104', '37093970107', '37093970109', '37093970402', '37093970300']]",[0.46951983298538624]
WAL-MART SUPERCENTER - 3864,"[['37133000305', '37133001101', '37133001102', '37133001102']]",[0.5924214417744916]
MCNEILLS PHARMACY / LIBERTY MEDICAL SPECIALTIES,"[['37047930400', '37047930900']]",[0.4861341059602649]
RITE AID - 11497,[['37119005866']],[0.5136175251628182]
PHARMACY PLUS,"[['37049960501', '37049960502', '37049960600']]",[0.46069324875396467]
MOUNT AIRY DRUG HEALTH MART PHARMACY,"[['37171930501', '37171930502', '37171930700', '37171930400']]",[0.49534792294587865]
HARRIS TEETER - 172,"[['37063002008', '37063002031']]",[0.49606299212598426]
CVS - 7048,"[['37019020510', '37019020518', '37019020510']]",[0.46260796292395195]
RITE AID - 11548,"[['37027030600', '37027031201', '37027031202', '37027030600']]",[0.48521162672106066]
RITE AID - 11484,[['37119006103']],[0.4588788183954347]
RITE AID - 11358,"[['37135010707', '37135010709', '37135010710', '37135010707']]",[0.4616609505144537]
CVS - 7361,"[['37055970200', '37055970302']]",[0.501773678609436]
CVS - 3808,[['37035010304']],[0.567228397275009]
PRESBYTERIAN HEALTHCARE PHARMACY,"[['37119002500', '37119002500']]",[0.5252145922746781]
RITE AID - 11483,"[['37119006015', '37119006016', '37119006110', '37119006111', '37119006015']]",[0.48281596452328157]
WALGREENS - 1051,"[['37019020408', '37019020409', '37019020514']]",[0.45056566650270535]
GALLOWAY-SANDS PHARMACY,"[['37019020603', '37019020405']]",[0.5088578088578088]
CVS - 3540,"[['37119001605', '37119001606', '37119001702', '37119001605']]",[0.5511942051683634]
CVS - 7578,"[['37071032507', '37071032509', '37071033308', '37071033311', '37071032507']]",[0.4737762237762238]
COMMUNITY DRUGS,"[['37165010300', '37165010300']]",[0.526797829036635]
WAL-MART SUPERCENTER - 5481,"[['37119006103', '37119006222', '37119006103']]",[0.4561569368943512]
WAL-MART SUPERCENTER - 1287,"[['37001021703', '37001021801', '37001020701']]",[0.491858407079646]
HARRIS TEETER - 166,[['37119006103']],[0.4588788183954347]
CVS - 5377,"[['37151031200', '37151031307', '37151031200']]",[0.5392434244996333]
CVS - 3899,"[['37071030403', '37071030802', '37071030802']]",[0.5265768958185684]
CVS - 3514,[['37071033502']],[0.4665012406947891]
SEYMOUR JOHNSON AIR FORCE BASE - 4TH MEDICAL GROUP-DOD,"[['37191000500', '37191000601', '37191000500']]",[0.624962496249625]
WALGREENS - 10674,"[['37059080301', '37059080302', '37059080301']]",[0.5142857142857142]
HARRIS TEETER - 58,"[['37183053415', '37183053430', '37183053434']]",[0.4880442138506655]
RITE AID - 11420,"[['37083930400', '37083930400']]",[0.5358283888635327]
WAL-MART SUPERCENTER - 1321,[['37101040700']],[0.4500637484062898]
DUKE OUTPATIENT PHARMACY,"[['37063000600', '37063001501', '37063001501']]",[0.43271672107363074]
PARKER'S DRUG STORE,"[['37039930300', '37039930502']]",[0.5063011972274732]
RITE AID - 11430,"[['37167930500', '37167931202', '37167931204']]",[0.5162325405813515]
RITE AID - 11416,"[['37147000605', '37147001700', '37147002003', '37147000605']]",[0.4221469274603419]
CVS - 7641,[['37155960900']],[0.46451033243486073]
BUTLER'S PHARMACY,"[['37163970801', '37163971001', '37163970701']]",[0.5118858954041204]
ELLERBE PHARMACY,"[['37153970100', '37153970200', '37153970200']]",[0.5576400888669464]
COMMUNITY HEALTH MART PHARMACY,"[['37145920500', '37145920602', '37145920500']]",[0.4875127420998981]
HOLLY HILL HOSPITAL,"[['37183052810', '37183052811', '37183052001']]",[0.5046996322026972]
HOLLY PARK PHARMACY,[['37183052701']],[0.5938084354872221]
CVS - 4183,"[['37089930302', '37089931402']]",[0.47661785545583374]
THE PLAZA PHARMACIST,[['37183052701']],[0.5938084354872221]
CAROLINAS MEDICAL CENTER RX,[['37119005834']],[0.53915553951642]
WALGREENS - 2696,"[['37097060100', '37097060100']]",[0.40381915192361695]
WAL-MART SUPERCENTER - 1179,"[['37021002203', '37021002203']]",[0.5791036717062635]
WALGREENS - 1560,"[['37129012007', '37129012006']]",[0.47867752755150933]
CVS - 3837,"[['37071032505', '37071033303', '37071032505']]",[0.4766904661906762]
CVS - 5445,"[['37119006109', '37119005406']]",[0.622416250890948]
TRINITY INFUSION INCORPORATED,[['37067003805']],[0.3888402625820569]
WAL-MART - 1209,[['37109070201']],[0.4663406214039125]
RITE AID - 11312,"[['37067004011', '37067004011']]",[0.49550531190411334]
STOKES PHARMACY,[['37169070200']],[0.5592979127134725]
THE COMPOUNDING PHARMACY,[['37035010900']],[0.4654226125137212]
THOMAS DRUG STORE,"[['37195000100', '37195000100']]",[0.5152855993563958]
MCDOWELLS PHARMACY,"[['37083931000', '37083931101', '37083931102', '37083931101']]",[0.5836150328097037]
ECONOMY DRUGS,"[['37089931200', '37089931200']]",[0.39372822299651566]
CVS - 5594,"[['37133000205', '37133001201', '37133001202', '37133001202']]",[0.5126532226176355]
MORRIS FAMILY PHARMACY,[['37085070500']],[0.46710905943450665]
TRIANGLE PHARMACY AND TRUE VALUE HARDWARE,[['37063002013']],[0.4674329501915709]
RITE AID - 11489,"[['37119001609', '37119001923', '37119001925', '37119001925']]",[0.4661031276415892]
CVS - 3832,"[['37067003307', '37067003307']]",[0.5985173624658603]
WAL-MART SUPERCENTER - 1096,"[['37059080101', '37059080600', '37059080600']]",[0.4141511712146824]
CVS - 7046,"[['37141920202', '37141920202']]",[0.522252497729337]
WALGREENS - 10133,"[['37159050800', '37159050201']]",[0.4748881153654898]
ELDER DRUG,[['37081013700']],[0.5611423974255833]
RITE AID - 11552,"[['37023020202', '37023020204', '37023020500']]",[0.4584346135148274]
REALO DISCOUNT DRUGS,"[['37133001301', '37133001301']]",[0.3758059564015966]
WOODARD DRUG STORE INCORPORATED,"[['37101040501', '37101040502', '37101040502']]",[0.46079177769318613]
CVS - 2326,"[['37119001607', '37119001919', '37119001607']]",[0.4791456441305079]
RITE AID - 11473,"[['37119002702', '37119003204', '37119003204']]",[0.4872448979591837]
SPINDALE DRUG COMPANY,"[['37161960600', '37161960600']]",[0.5363945578231293]
REX PHARMACY OF RALEIGH,[['37183052504']],[0.4327546538381092]
RITE AID - 11341,"[['37157041601', '37157041502']]",[0.4838497033618985]
CVS - 7560,"[['37119005403', '37119005512', '37119005535', '37119005512']]",[0.47221660941604365]
WALGREENS - 7280,[['37057061000']],[0.49876314162028446]
WAL-MART SUPERCENTER - 1010,"[['37153970600', '37153970900', '37153970600']]",[0.45084792499655313]
VITA DRUG,"[['37119003106', '37119003108', '37119003109', '37119003808', '37119003808']]",[0.48827616152844117]
GORDON FAMILY PHARMACY INCORPORATED,"[['37175960201', '37175960302', '37175960403', '37175960501', '37175960502', '37175960302']]",[0.45965050068721774]
CVS - 3526,"[['37119003802', '37119003811', '37119003201']]",[0.5229289940828402]
BLUE RIDGE LONG TERM CARE PHARMACY,"[['37023021203', '37023020902']]",[0.4966378482228626]
BI-LO - 156,"[['37119005859', '37119005862', '37119005859']]",[0.48770144189991516]
CVS - 5577,"[['37061090706', '37061090706']]",[0.32728410513141426]
CVS - 4390,"[['37031970704', '37031970501']]",[0.5217788607980506]
HARRIS TEETER - 254,"[['37063001604', '37063001711', '37063001712', '37135010904', '37063001711']]",[0.4898253083714232]
SAM'S CLUB - 6402,[['37081016503']],[0.4209921910886541]
FAMILY CARE SPECIALTY PHARMACY,"[['37119001918', '37119001918']]",[0.4080518594336404]
CVS - 5540,"[['37057060201', '37057060203', '37057060203']]",[0.5076656324146742]
RITE AID - 11481,"[['37119004303', '37119004304', '37119006012', '37119980100', '37119004303']]",[0.5123574144486692]
CVS - 7515,"[['37001020302', '37001021101', '37001020302']]",[0.4870710684664173]
RITE AID - 11396,"[['37183053712', '37183053713', '37183053722', '37183053729', '37183053722']]",[0.5073012866050991]
BI-LO - 237,"[['37119001910', '37119001924', '37119001910']]",[0.49675669300625075]
RITE AID - 11518,"[['37125950801', '37125950801']]",[0.4630471859010802]
MISSION HOSPITALS,"[['37021000900', '37021000900']]",[0.5142276422764228]
MURPHY MEDICAL CENTER PHARMACY,"[['37039930401', '37039930501']]",[0.49333333333333335]
WG BILL HEFNER VETERANS AFFAIRS MEDICAL CENTER,[['37159050400']],[0.5033653846153846]
BI-LO - 185,"[['37025040704', '37025040900', '37025040704']]",[0.47325020112630733]
CVS - 3694,"[['37119001921', '37119001926', '37119002007', '37119001927']]",[0.4440844732421406]
RITE AID - 11564,"[['37089931300', '37089931300']]",[0.5029873039581777]
CVS - 7315,"[['37009970701', '37009970702', '37193960901', '37009970501']]",[0.5174706246134818]
HARRIS TEETER - 160,"[['37119002903', '37119002903']]",[0.5088235294117647]
CVS - 7572,"[['37151031101', '37151031401', '37151031402', '37151031401']]",[0.5050578693155928]
ATKINSON DRUG,"[['37141920501', '37163971002', '37163971003', '37141920501']]",[0.4877424568965517]
WAL-MART SUPERCENTER - 4459,"[['37127011101', '37127011101']]",[0.4810432262738469]
WALGREENS - 7801,"[['37101041104', '37101041004']]",[0.5049414348462665]
RANDOLPH MEDICAL PHARMACY,[['37119002202']],[0.43927765237020316]
ELLIOTTS PHARMACY,"[['37085071002', '37085071003', '37183053106', '37183053112', '37183053113', '37183053112']]",[0.4783130464597977]
FOOD LION - 1654,"[['37183054116', '37183054121', '37183054022']]",[0.4963539475529379]
WALGREENS - 1319,[['37129010700']],[0.46904087414002427]
HOMECHOICE PARTNERS,[['37063002036']],[0.4908653846153846]
RITE AID - 11490,"[['37119001917', '37119005627', '37119001917']]",[0.4894518927444795]
RITE AID - 11488,"[['37119005815', '37119003018']]",[0.5007378258730939]
NORTH CAROLINA SPECIALTY HOSPITAL,[['37063000102']],[0.4917431192660551]
ASHEBORO DRUG COMPANY INCORPORATED,[['37151030201']],[0.5270625328428796]
CAROLINAS MEDICAL CENTER - STEELE CREEK,"[['37119005925', '37119005926', '37119005918']]",[0.4763012181616833]
D-REX DRUGS OF JONESVILLE,"[['37197050300', '37171930901']]",[0.5406107862248213]
THE MEDICINE SHOPPE PHARMACY,"[['37025041902', '37025042402']]",[0.440527950310559]
WALGREENS - 7767,"[['37025041202', '37025042503']]",[0.5400375351892399]
DENTON DRUG STORE,"[['37057061902', '37057062002']]",[0.5148777895855473]
INGLES MARKETS - 120,"[['37023020301', '37023020303', '37023020304', '37023021400', '37023021400']]",[0.5053838407312727]
WAL-MART - 1064,[['37027030100']],[0.4673273459275317]
RITE AID - 11426,"[['37195000802', '37195000801']]",[0.4682451253481894]
WAL-MART SUPERCENTER - 1268,"[['37047930900', '37047930900']]",[0.48247879011434897]
CVS - 5563,[['37019020201']],[0.5466970387243736]
RITE AID - 11522,"[['37129010503', '37129010600', '37129010503']]",[0.46853663037460785]
PRESCRIPTION SHOPPE,[['37125951102']],[0.4993468321358589]
RITE AID - 11546,"[['37171930901', '37193960101', '37193960102', '37193960200', '37171930901']]",[0.5395982656402089]
CVS - 7062,"[['37081015302', '37081017200', '37081017200']]",[0.4951346458474768]
TRYON PHARMACY,"[['37149920303', '37149920304', '37149920304']]",[0.4235567159849144]
FREEDOM HILL COMMUNITY HEALTH CENTER PHARMACY,"[['37065020800', '37065020900', '37065020900']]",[0.43700047014574517]
CVS - 8260,"[['37119006105', '37119006108', '37119006223', '37119006105']]",[0.48963463520788]
CVS - 2877,"[['37179020203', '37179020309', '37179020309']]",[0.5434856175972927]
RITE AID - 11507,[['37051002100']],[0.5132045723295231]
WALKER'S DRUG STORE,"[['37119005846', '37119005846']]",[0.4972950478568456]
CVS - 7559,"[['37001020501', '37001021500', '37001020502']]",[0.5261374636979671]
CVS - 7039,"[['37183053005', '37183053006', '37183053405']]",[0.5264286615365208]
DRUMS PHARMACY,"[['37065020700', '37083930901', '37083930902', '37083930902']]",[0.5068397053665381]
3HC,[['37191001900']],[0.46997178557033453]
BIRMINGHAM DRUG COMPANY INCORPORATED,"[['37153971000', '37153971100', '37153970900']]",[0.4485294117647059]
CVS - 3864,"[['37051001500', '37051001603', '37051001604', '37051003002', '37051001603']]",[0.44974511146617974]
PROFESSIONAL CARE HOME OXYGEN AND MEDICAL EQUIPMENT,[['37051001800']],[0.4698870765370138]
WALGREENS - 7647,"[['37067002605', '37067003908', '37067002605']]",[0.4814139110604333]
WALGREENS - 7342,"[['37119003020', '37119003013']]",[0.49483154670750384]
CAROLINAS MEDICAL CENTER - NORTH PARK PHARMACY,"[['37119005306', '37119005308', '37119005306']]",[0.44039735099337746]
RITE AID - 11438,"[['37119006208', '37119006208']]",[0.4844511052828775]
HARRIS TEETER - 63,"[['37127010504', '37127010506']]",[0.4707949790794979]
HARDIN'S DRUG - 2,"[['37161961001', '37161961102', '37161961103', '37161961104', '37161960900']]",[0.4899008446566287]
COLUMBIA PHARMACY,"[['37095920101', '37177960100', '37177960100']]",[0.5879431409487926]
FAMILY PHARMACY,"[['37153970400', '37153970400']]",[0.4634429400386847]
LAUREL MEDICAL CENTER PHARMACY,"[['37115010100', '37115010100']]",[0.4777027027027027]
WAL-MART SUPERCENTER - 1613,"[['37081014200', '37081014501', '37081014503', '37151031601', '37151031602', '37151031602']]",[0.4819059107358263]
MLK PHARMACY,"[['37067000500', '37067000600', '37067001602', '37067001700', '37067001800', '37067000700']]",[0.5175190966456327]
CVS - 3988,"[['37081014408', '37081014408']]",[0.39895165987186954]
MEDICAL ARTS PHARMACY,"[['37181960300', '37181960400']]",[0.45631652942357903]
WAKE FOREST UNIVERSITY STUDENT HEALTH SERVICE PHARMACY,"[['37067001300', '37067002704', '37067002705', '37067001300']]",[0.46255077173030057]
WAL-MART SUPERCENTER - 1133,"[['37167931002', '37167931203', '37167931203']]",[0.4310909090909091]
WAL-MART SUPERCENTER - 2749,"[['37023020203', '37111970101', '37111970102', '37121950400']]",[0.5269248937175248]
PIEDMONT DRUG AND HOME DELIVERY,"[['37081016409', '37081016410', '37081016505', '37081016506', '37081016506']]",[0.47926450162047757]
MARTIN'S DRUG STORE,"[['37021002401', '37087920300', '37087920400']]",[0.5084870848708487]
WALGREENS - 9462,[['37163970701']],[0.5047291487532244]
CAREPLUS,"[['37119000301', '37119000302', '37119002600', '37119980300', '37119000301']]",[0.4811478144811478]
WAL-MART SUPERCENTER - 1664,[['37195000501']],[0.5269432522651407]
CARLIE C'S IGA,"[['37051003307', '37051003310', '37051003311', '37051003316', '37051003318', '37051003310']]",[0.47416330162206555]
CVS - 4098,"[['37179020316', '37179020313']]",[0.4984207201516109]
RITE AID - 11532,"[['37031971103', '37031971103']]",[0.5165198237885462]
SAM'S CLUB - 6668,[['37063002037']],[0.48166151126822804]
RAPER DISCOUNT DRUGS,[['37191001900']],[0.46997178557033453]
RITE AID - 11461,"[['37161960102', '37161960502', '37161960503', '37161960503']]",[0.5565814902297617]
RITE AID - 11556,"[['37021002305', '37021002402', '37021002503', '37021002504', '37021002505', '37021002505']]",[0.492455286120619]
HARRIS TEETER - 249,"[['37179021004', '37179021020', '37179021020']]",[0.5141163468301014]
WAL-MART - 2137,"[['37063002029', '37135011206', '37063002029']]",[0.43160609037328096]
FOSTER DRUG,"[['37059080102', '37059080500', '37059080701', '37059080702', '37059080600']]",[0.4873985115020298]
WAL-MART SUPERCENTER - 1663,"[['37087920701', '37087920800', '37087921202', '37087921201']]",[0.45852847862214835]
PHARMERICA,"[['37081012618', '37081012618']]",[0.3095997166135317]
HAYES-BARTON PHARMACY,"[['37183051600', '37183051700', '37183051600']]",[0.4916379734382686]
RITE AID - 11391,[['37183050400']],[0.46153846153846156]
REMEDY SHOPPE HEALTH MART PHARMACY,"[['37019020508', '37019020518']]",[0.46421267893660534]
WALGREENS - 9562,[['37045950900']],[0.4422177688710755]
CHAIR CITY PHARMACY,"[['37057060900', '37057061000']]",[0.47835917312661497]
INGLES MARKETS - 27,[['37161960800']],[0.3574007220216607]
MID-CAROLINA HOMECARE SPECIALISTS,"[['37183053609', '37183053609']]",[0.5333943275388838]
WALGREENS - 6616,[['37147000301']],[0.5175029171528588]
WAL-MART SUPERCENTER - 2772,"[['37019020305', '37019020306', '37019020307', '37019020305']]",[0.40055944055944054]
WALGREENS - 12063,"[['37183054305', '37183054305']]",[0.4626865671641791]
CAROLINA BREATHING SOLUTIONS,"[['37087920900', '37087921100', '37087921301', '37087920900']]",[0.4909428704133767]
DUNN DISCOUNT DRUGS,[['37085070500']],[0.46710905943450665]
DOWN EAST RESPIRATORY SERVICES INCORPORATED,"[['37147000504', '37147000504']]",[0.47585724282715186]
BEAR DRUGS OF NAGS HEAD,[['37055970400']],[0.4701397712833545]
RITE AID - 11547,[['37097060601']],[0.4885308574549427]
BLOOM - 2585,"[['37119005510', '37119005511', '37119005528']]",[0.42704626334519574]
CVS - 4431,"[['37081010602', '37081011500', '37081010602']]",[0.5490753911806543]
RITE AID - 11400,"[['37183054011', '37183054011']]",[0.5480049875311721]
CVS - 5565,"[['37071032702', '37071032702']]",[0.4486486486486487]
CAREMOR FAMILY PHARMACY,"[['37035011505', '37035011506', '37109071101', '37109071101']]",[0.45831889081455807]
HEALTHSMART PHARMACY,[['37097061403']],[0.5016685205784205]
MEDICINE CENTER PHARMACY,[['37085070100']],[0.49963289280469897]
BUNN DRUG,"[['37069060701', '37069060703', '37069060801', '37069060801']]",[0.5348629700446144]
WAL-MART - 4334,"[['37021002701', '37021002702', '37021002702']]",[0.48698884758364314]
RITE AID - 11472,"[['37119004200', '37119004302', '37119004200']]",[0.4619874059284288]
CVS - 7584,[['37067003805']],[0.3888402625820569]
CVS - 7089,"[['37119000103', '37119000501', '37119000502', '37119000503', '37119004900', '37119005200', '37119000103']]",[0.5441480460675263]
RITE AID - 11499,"[['37119005847', '37119005817']]",[0.5059633798084999]
CVS - 7330,[['37127010506']],[0.37151898734177213]
CVS - 3582,"[['37089931000', '37089931000']]",[0.44220907297830375]
RITE AID - 11557,"[['37087920400', '37087920400']]",[0.5949263502454992]
DOROTHEA DIX HOSPITAL PHARMACY,"[['37183051000', '37183051000']]",[0.505097312326228]
MEDICAL PHARMACY OF ALBEMARLE INCORPORATED,"[['37167931204', '37167931204']]",[0.5311173974540311]
RITE AID - 11453,"[['37119005848', '37119005851', '37119005849']]",[0.5013198944084474]
MOUNTAIN STREET PHARMACY INCORPORATED,"[['37045950500', '37045950400']]",[0.5062565958088346]
THE DRUG STORE,"[['37109070202', '37109070202']]",[0.4287756074321105]
GAMEWELL FAMILY PHARMACY,"[['37027030200', '37027030300', '37027030802', '37027030900', '37027030300']]",[0.5060952808316506]
WALGREENS - 1611,[['37183052701']],[0.5938084354872221]
RITE AID - 11422,"[['37013930200', '37013930400', '37013930300']]",[0.493732970027248]
WALGREENS - 12728,"[['37063002035', '37063002036']]",[0.49519890260631]
CVS - 5504,"[['37051002505', '37051002505']]",[0.5765036932817447]
WALGREENS - 6479,[['37119005834']],[0.53915553951642]
WAL-MART SUPERCENTER - 1238,[['37051002001']],[0.48026315789473684]
WAL-MART - 2247,[['37183053004']],[0.4758438120450033]
CVS - 4297,[['37037020402']],[0.5461515777056916]
RITE AID - 11383,[['37101040700']],[0.4500637484062898]
RITE AID - 11366,"[['37135011800', '37135011903', '37135011904', '37135011903']]",[0.4475929801964257]
POPE AIR FORCE BASE - 43RD MEDICAL SQUADRON - POPE HEALTH CLINIC-DOD,"[['37051003401', '37085071302', '37051003401']]",[0.5808225203430833]
CATAWBA VALLEY MEDICAL CENTER,[['37035010204']],[0.4875038568343104]
HARRIS TEETER - 69,"[['37183052509', '37183052509']]",[0.5121317157712305]
THE VILLAGE AT BROOKWOOD,"[['37001020602', '37001020602']]",[0.4967948717948718]
CVS - 6407,"[['37045950603', '37045950400']]",[0.5224522292993631]
RITE AID - 11373,"[['37183052813', '37183052814', '37183052812']]",[0.5321202095395644]
RITE AID - 11334,"[['37081014000', '37081014000']]",[0.47209515096065874]
ALBEMARLE COMPOUNDING AND PRESCRIPTION CENTER,[['37167931204']],[0.5311173974540311]
HEALTH INNOVATIONS PHARMACY,[['37125951102']],[0.4993468321358589]
SOUTH COURT DRUG COMPANY,"[['37001021000', '37001021000']]",[0.43037088873338]
CVS - 7394,"[['37081011601', '37081012604', '37081012611', '37081011601']]",[0.47124777975133214]
WAL-MART SUPERCENTER - 3626,"[['37067003600', '37067003702', '37067003702']]",[0.523994476091835]
BRIER CREEK HEALTH MART PHARMACY,"[['37183980100', '37183053613']]",[0.4791859389454209]
WALGREENS - 7278,"[['37159051302', '37159050500']]",[0.5051272984441302]
DURHAM TREATMENT CENTER,"[['37063000401', '37063001705', '37063001705']]",[0.45209768315591736]
WALGREENS - 2453,"[['37147000901', '37147000902', '37147001001', '37147000303']]",[0.48815948893049893]
VETERAN AFFAIRS MEDICAL CENTER - CHARLOTTE CLINIC,"[['37119005613', '37119005623']]",[0.5075156223610876]
SEVEN LAKES PRESCRIPTION SHOPPE,"[['37125950304', '37125950305', '37125950303']]",[0.4585420144685587]
MATTHEWS HEALTH MART PHARMACY,"[['37163970600', '37163970701', '37163970702', '37163970701']]",[0.5160767696909272]
INGLES MARKETS - 130,[['37021002204']],[0.49004517316379453]
WALGREENS - 6951,[['37129010503']],[0.4729899497487437]
INGLES MARKETS - 67,[['37175960301']],[0.49306197964847365]
RITE AID - 11364,"[['37183053423', '37183053435', '37183053509', '37183053518', '37183053423']]",[0.49425783611087126]
WAL-MART SUPERCENTER - 3305,"[['37157040601', '37157040602', '37157040900', '37157040900']]",[0.5013843746238112]
WALGREENS - 1056,[['37155960900']],[0.46451033243486073]
WAL-MART SUPERCENTER - 2704,"[['37151030503', '37151031304', '37151031401']]",[0.502392877017251]
CVS - 3569,"[['37097060902', '37097061003', '37097061003']]",[0.5390636538177522]
CVS - 3620,"[['37139960400', '37139960300']]",[0.40356523892052487]
RITE AID - 11386,[['37183053111']],[0.47485614210657995]
TOXAWAY PHARMACY,"[['37175960601', '37175960602', '37175960601']]",[0.5550521069324875]
