Pharmacy,Populations,Percent
WALGREENS - 10132,[['37139960300']],[0.5515239477503628]
BI-LO - 11,"[['37113970304', '37113970600', '37113970304']]",[0.21157943492357573]
HARRIS TEETER - 343,"[['37179021018', '37179021018']]",[0.044918330308529944]
WAL-MART SUPERCENTER - 2440,"[['37099950400', '37099950400']]",[0.13552507095553454]
ETOWAH PHARMACY,"[['37089930703', '37089931901', '37089931902', '37089930703']]",[0.06015356102727032]
ALMAND'S DRUG,"[['37065020200', '37065021400', '37065020300']]",[0.2692498055575196]
CHERRY HOSPITAL,"[['37191000901', '37191001102']]",[0.10919960956564177]
QUALITY HOME HEALTHCARE,"[['37105030101', '37105030101']]",[0.1726649528706084]
WATERS DRUG COMPANY,"[['37155960503', '37155960601', '37155960602', '37155960503']]",[0.22637433848147748]
RITE AID - 11495,"[['37119005525', '37119006305', '37119005525']]",[0.06632949175026946]
CVS - 7030,"[['37067003909', '37067003909']]",[0.04246395806028833]
HARRIS TEETER - 202,[['37025042402']],[0.13002552648372687]
MOOSE PHARMACY,"[['37025042401', '37025042401']]",[0.085667215815486]
HARRIS TEETER - 68,"[['37025042501', '37025042503', '37025042503']]",[0.08023967695714472]
WALGREENS - 10541,"[['37183053506', '37183053519', '37183053519']]",[0.08379801734820322]
HAMPSTEAD FAMILY PHARMACY,"[['37141920106', '37141920203', '37141990100', '37141920202']]",[0.053827828214538666]
SAM'S CLUB - 4831,"[['37063002015', '37063002030', '37063002031']]",[0.12440357421705561]
WALGREENS - 10087,[['37183052704']],[0.23563623545999296]
MOUNTAINMED,"[['37111970200', '37111970400']]",[0.19312481557981706]
RITE AID - 11536,"[['37133002100', '37133002201', '37133002201']]",[0.10972074938140686]
CW WILLIAMS COMMUNITY HEALTH CENTER PHARMACY,"[['37119003902', '37119003902']]",[0.32243654822335027]
CAROLINAS MEDICAL CENTER - AIRPORT CENTER PHARMACY,"[['37119004000', '37119004000']]",[0.12972122302158273]
WAL-MART - 4250,"[['37063002037', '37183053608', '37063002037']]",[0.026763474481954527]
CVS - 7580,"[['37101040600', '37101040700', '37101040700']]",[0.2760060406857955]
WALGREENS - 6926,"[['37195000402', '37195001700', '37195000402']]",[0.19982255520504733]
CAROLINA COMPOUNDING PHARMACY AND HEALTH CENTER,"[['37183053422', '37183053424', '37183053425']]",[0.02270092735703246]
CRITICAL CARE SYSTEMS,"[['37081016405', '37081016405']]",[0.09059711736444749]
RITE AID - 11529,"[['37047931000', '37047930900']]",[0.24239791485664638]
WEBSTER'S PHARMACY,"[['37155961602', '37155961700', '37155961802', '37155961700']]",[0.2915891013707903]
SAM'S CLUB - 8218,"[['37051002200', '37051002301', '37051002302', '37051002401', '37051002200']]",[0.31702983260076684]
UNITED STATES DEPARTMENT OF VETERANS AFFAIRS - WINSTON-SALEM SATELLITE OUTPATIENT CLINIC,[['37067003805']],[0.1675840978593272]
LAKE BRANDT PHARMACY,"[['37081015601', '37081015601']]",[0.024098708309234624]
HEALTHRIDGE PHARMACY,"[['37021003103', '37021003107']]",[0.055840721729662465]
COLLEGE PARK PHARMACY,"[['37071031203', '37071032302']]",[0.22528922265070023]
CVS - 4379,[['37027030100']],[0.2329295154185022]
RITE AID - 11534,[['37049961301']],[0.1486527399333939]
WALGREENS - 7766,"[['37119003015', '37119005811', '37119005865']]",[0.041820624790057104]
WALGREENS - 7919,[['37129011611']],[0.047610260195608045]
CVS - 7053,"[['37001021205', '37001021205']]",[0.10510588540989996]
WAL-MART SUPERCENTER - 2793,"[['37067003004', '37067003307']]",[0.05037191700378442]
EAST BURKE PHARMACY,"[['37023021000', '37023021202', '37023021100']]",[0.15458381281166092]
HARRIS TEETER - 224,[['37063002023']],[0.06520985084980922]
CVS - 2313,"[['37183054004', '37183054017', '37183054018', '37183054004']]",[0.13336189485280617]
RITE AID - 11365,[['37135011902']],[0.1315570358034971]
WALLACE DRUG COMPANY,"[['37141920300', '37061090705']]",[0.20975265017667843]
HARRIS TEETER - 46,"[['37025041506', '37119005619', '37119005621', '37119005615']]",[0.10399956048785848]
CVS - 3880,"[['37081010200', '37081010200']]",[0.25290401467291623]
FOOD LION - 1689,"[['37037020201', '37037020402']]",[0.2502548419979613]
WALGREENS - 7096,"[['37125951002', '37125951102', '37125951102']]",[0.08047579983593109]
CVS - 187,"[['37119005918', '37119005931', '37119005918']]",[0.045808062789868]
FAMILY CARE PHARMACY,"[['37143920202', '37143920201']]",[0.11063107545131924]
CVS - 7523,"[['37081012805', '37081017102', '37081012805']]",[0.15899839644751448]
BELMONT DRUG HEALTH MART PHARMACY,"[['37071032404', '37071032405', '37119005919', '37071032302']]",[0.1368730195532885]
MIDDLESEX PHARMACY,"[['37101040204', '37127011501', '37127011502', '37127011501']]",[0.20877668362963453]
OVERMAN AND STEVENSON PHARMACISTS,"[['37139960100', '37139960100']]",[0.21774794929157346]
CVS - 3856,"[['37025040600', '37025042300', '37025042300']]",[0.09767578699617535]
A PLUS PHARMACY,[['37119002300']],[0.49764816556914393]
RITE AID - 11405,[['37063001711']],[0.14487150329770299]
WAL-MART SUPERCENTER - 3825,"[['37049961101', '37049961102', '37049961201', '37049961201']]",[0.11566153642909043]
CLARKTON DRUG INCORPORATED,"[['37017950501', '37017950502', '37017950601', '37017950601']]",[0.24612319154465911]
HARRIS TEETER - 330,"[['37183053003', '37183053505', '37183053516', '37183053003']]",[0.07941891357187271]
CVS - 7555,"[['37183054111', '37183054120', '37183054218', '37183054218']]",[0.0328922847558703]
WAL-MART - 3889,"[['37183053417', '37183053431', '37183053432', '37183053436']]",[0.061351706036745404]
WALGREENS - 10085,"[['37183052812', '37183052903', '37183052812']]",[0.03933691756272401]
CVS - 4299,[['37119005834']],[0.06031042128603104]
WALGREENS - 1253,[['37067003202']],[0.22329206785878036]
CVS - 7026,"[['37067004005', '37067004014']]",[0.05431823805988616]
HEALTH CARE CONNECTIONS,"[['37093970104', '37093970107', '37093970109', '37093970402', '37093970300']]",[0.2210867944388404]
WAL-MART SUPERCENTER - 3864,"[['37133000305', '37133001101', '37133001102', '37133001102']]",[0.15046948356807513]
MCNEILLS PHARMACY / LIBERTY MEDICAL SPECIALTIES,"[['37047930400', '37047930900']]",[0.19854185652909778]
RITE AID - 11497,[['37119005866']],[0.057329462989840346]
PHARMACY PLUS,"[['37049960501', '37049960502', '37049960600']]",[0.22526775648252537]
MOUNT AIRY DRUG HEALTH MART PHARMACY,"[['37171930501', '37171930502', '37171930700', '37171930400']]",[0.24476753474996005]
HARRIS TEETER - 172,"[['37063002008', '37063002031']]",[0.08423780981694476]
CVS - 7048,"[['37019020510', '37019020518', '37019020510']]",[0.10804174340085942]
RITE AID - 11548,"[['37027030600', '37027031201', '37027031202', '37027030600']]",[0.12317210348706412]
RITE AID - 11484,[['37119006103']],[0.10109680495946591]
RITE AID - 11358,"[['37135010707', '37135010709', '37135010710', '37135010707']]",[0.11731790591805766]
CVS - 7361,"[['37055970200', '37055970302']]",[0.07393878322206827]
CVS - 3808,[['37035010304']],[0.27460279819777095]
PRESBYTERIAN HEALTHCARE PHARMACY,"[['37119002500', '37119002500']]",[0.04446546830652791]
RITE AID - 11483,"[['37119006015', '37119006016', '37119006110', '37119006111', '37119006015']]",[0.09076175040518639]
WALGREENS - 1051,"[['37019020408', '37019020409', '37019020514']]",[0.17719835040574697]
GALLOWAY-SANDS PHARMACY,"[['37019020603', '37019020405']]",[0.17248091031591556]
CVS - 3540,"[['37119001605', '37119001606', '37119001702', '37119001605']]",[0.25227576974564925]
CVS - 7578,"[['37071032507', '37071032509', '37071033308', '37071033311', '37071032507']]",[0.0428928485043941]
COMMUNITY DRUGS,"[['37165010300', '37165010300']]",[0.4374694675134343]
WAL-MART SUPERCENTER - 5481,"[['37119006103', '37119006222', '37119006103']]",[0.10536119209588597]
WAL-MART SUPERCENTER - 1287,"[['37001021703', '37001021801', '37001020701']]",[0.07580207862629915]
HARRIS TEETER - 166,[['37119006103']],[0.10109680495946591]
CVS - 5377,"[['37151031200', '37151031307', '37151031200']]",[0.13372926479623182]
CVS - 3899,"[['37071030403', '37071030802', '37071030802']]",[0.07677165354330709]
CVS - 3514,[['37071033502']],[0.05668934240362812]
SEYMOUR JOHNSON AIR FORCE BASE - 4TH MEDICAL GROUP-DOD,"[['37191000500', '37191000601', '37191000500']]",[0.2611583731499825]
WALGREENS - 10674,"[['37059080301', '37059080302', '37059080301']]",[0.08673681295860446]
HARRIS TEETER - 58,"[['37183053415', '37183053430', '37183053434']]",[0.04687384113327894]
RITE AID - 11420,"[['37083930400', '37083930400']]",[0.2753803941132452]
WAL-MART SUPERCENTER - 1321,[['37101040700']],[0.28342105263157896]
DUKE OUTPATIENT PHARMACY,"[['37063000600', '37063001501', '37063001501']]",[0.14405049192500463]
PARKER'S DRUG STORE,"[['37039930300', '37039930502']]",[0.12117724432752384]
RITE AID - 11430,"[['37167930500', '37167931202', '37167931204']]",[0.1845092365902515]
RITE AID - 11416,"[['37147000605', '37147001700', '37147002003', '37147000605']]",[0.20089890074186387]
CVS - 7641,[['37155960900']],[0.2029058116232465]
BUTLER'S PHARMACY,"[['37163970801', '37163971001', '37163970701']]",[0.17411802958868478]
ELLERBE PHARMACY,"[['37153970100', '37153970200', '37153970200']]",[0.10774818401937046]
COMMUNITY HEALTH MART PHARMACY,"[['37145920500', '37145920602', '37145920500']]",[0.13105492784427789]
HOLLY HILL HOSPITAL,"[['37183052810', '37183052811', '37183052001']]",[0.2010000450470742]
HOLLY PARK PHARMACY,[['37183052701']],[0.1329240434037693]
CVS - 4183,"[['37089930302', '37089931402']]",[0.16054360812425328]
THE PLAZA PHARMACIST,[['37183052701']],[0.1329240434037693]
CAROLINAS MEDICAL CENTER RX,[['37119005834']],[0.06031042128603104]
WALGREENS - 2696,"[['37097060100', '37097060100']]",[0.19831571994715985]
WAL-MART SUPERCENTER - 1179,"[['37021002203', '37021002203']]",[0.13224574800416522]
WALGREENS - 1560,"[['37129012007', '37129012006']]",[0.08881098451650599]
CVS - 3837,"[['37071032505', '37071033303', '37071032505']]",[0.1181793254729915]
CVS - 5445,"[['37119006109', '37119005406']]",[0.10260999254287845]
TRINITY INFUSION INCORPORATED,[['37067003805']],[0.1675840978593272]
WAL-MART - 1209,[['37109070201']],[0.19152437770006173]
RITE AID - 11312,"[['37067004011', '37067004011']]",[0.128693039559339]
STOKES PHARMACY,[['37169070200']],[0.14513221153846154]
THE COMPOUNDING PHARMACY,[['37035010900']],[0.4358108108108108]
THOMAS DRUG STORE,"[['37195000100', '37195000100']]",[0.27113133940182055]
MCDOWELLS PHARMACY,"[['37083931000', '37083931101', '37083931102', '37083931101']]",[0.2780494251354566]
ECONOMY DRUGS,"[['37089931200', '37089931200']]",[0.17818523742360132]
CVS - 5594,"[['37133000205', '37133001201', '37133001202', '37133001202']]",[0.10539740003291098]
MORRIS FAMILY PHARMACY,[['37085070500']],[0.14095928226363008]
TRIANGLE PHARMACY AND TRUE VALUE HARDWARE,[['37063002013']],[0.04443512890379375]
RITE AID - 11489,"[['37119001609', '37119001923', '37119001925', '37119001925']]",[0.1941295788092113]
CVS - 3832,"[['37067003307', '37067003307']]",[0.05518436030685474]
WAL-MART SUPERCENTER - 1096,"[['37059080101', '37059080600', '37059080600']]",[0.21730935364800125]
CVS - 7046,"[['37141920202', '37141920202']]",[0.03979199638254578]
WALGREENS - 10133,"[['37159050800', '37159050201']]",[0.27818979869835025]
ELDER DRUG,[['37081013700']],[0.06606526930220218]
RITE AID - 11552,"[['37023020202', '37023020204', '37023020500']]",[0.16821178409559126]
REALO DISCOUNT DRUGS,"[['37133001301', '37133001301']]",[0.13242518981688253]
WOODARD DRUG STORE INCORPORATED,"[['37101040501', '37101040502', '37101040502']]",[0.07669584245076587]
CVS - 2326,"[['37119001607', '37119001919', '37119001607']]",[0.2634146341463415]
RITE AID - 11473,"[['37119002702', '37119003204', '37119003204']]",[0.08194753985942053]
SPINDALE DRUG COMPANY,"[['37161960600', '37161960600']]",[0.13893739087054127]
REX PHARMACY OF RALEIGH,[['37183052504']],[0.09381755296152183]
RITE AID - 11341,"[['37157041601', '37157041502']]",[0.20346273792880956]
CVS - 7560,"[['37119005403', '37119005512', '37119005535', '37119005512']]",[0.11546439271721595]
WALGREENS - 7280,[['37057061000']],[0.1362098138747885]
WAL-MART SUPERCENTER - 1010,"[['37153970600', '37153970900', '37153970600']]",[0.3261227368916059]
VITA DRUG,"[['37119003106', '37119003108', '37119003109', '37119003808', '37119003808']]",[0.186309022729012]
GORDON FAMILY PHARMACY INCORPORATED,"[['37175960201', '37175960302', '37175960403', '37175960501', '37175960502', '37175960302']]",[0.12831961034442768]
CVS - 3526,"[['37119003802', '37119003811', '37119003201']]",[0.213697219361483]
BLUE RIDGE LONG TERM CARE PHARMACY,"[['37023021203', '37023020902']]",[0.12292654028436019]
BI-LO - 156,"[['37119005859', '37119005862', '37119005859']]",[0.03001186239620403]
CVS - 5577,"[['37061090706', '37061090706']]",[0.27623198122695275]
CVS - 4390,"[['37031970704', '37031970501']]",[0.10858931715906868]
HARRIS TEETER - 254,"[['37063001604', '37063001711', '37063001712', '37135010904', '37063001711']]",[0.0989010989010989]
SAM'S CLUB - 6402,[['37081016503']],[0.05785396406790835]
FAMILY CARE SPECIALTY PHARMACY,"[['37119001918', '37119001918']]",[0.15840821566110397]
CVS - 5540,"[['37057060201', '37057060203', '37057060203']]",[0.06255998080614203]
RITE AID - 11481,"[['37119004303', '37119004304', '37119006012', '37119980100', '37119004303']]",[0.1452249964734095]
CVS - 7515,"[['37001020302', '37001021101', '37001020302']]",[0.16879893068550697]
RITE AID - 11396,"[['37183053712', '37183053713', '37183053722', '37183053729', '37183053722']]",[0.06872766971020246]
BI-LO - 237,"[['37119001910', '37119001924', '37119001910']]",[0.16664162283996994]
RITE AID - 11518,"[['37125950801', '37125950801']]",[0.11194289693593315]
MISSION HOSPITALS,"[['37021000900', '37021000900']]",[0.3415233415233415]
MURPHY MEDICAL CENTER PHARMACY,"[['37039930401', '37039930501']]",[0.20519019987105094]
WG BILL HEFNER VETERANS AFFAIRS MEDICAL CENTER,[['37159050400']],[0.39744175422567385]
BI-LO - 185,"[['37025040704', '37025040900', '37025040704']]",[0.16291240045506258]
CVS - 3694,"[['37119001921', '37119001926', '37119002007', '37119001927']]",[0.09829899991452261]
RITE AID - 11564,"[['37089931300', '37089931300']]",[0.2447418738049713]
CVS - 7315,"[['37009970701', '37009970702', '37193960901', '37009970501']]",[0.10330220467892558]
HARRIS TEETER - 160,"[['37119002903', '37119002903']]",[0.024620741109176822]
CVS - 7572,"[['37151031101', '37151031401', '37151031402', '37151031401']]",[0.22316915481368285]
ATKINSON DRUG,"[['37141920501', '37163971002', '37163971003', '37141920501']]",[0.18362061989155945]
WAL-MART SUPERCENTER - 4459,"[['37127011101', '37127011101']]",[0.05493482309124767]
WALGREENS - 7801,"[['37101041104', '37101041004']]",[0.14816232771822357]
RANDOLPH MEDICAL PHARMACY,[['37119002202']],[0.05388272583201268]
ELLIOTTS PHARMACY,"[['37085071002', '37085071003', '37183053106', '37183053112', '37183053113', '37183053112']]",[0.10725211445024294]
FOOD LION - 1654,"[['37183054116', '37183054121', '37183054022']]",[0.09935866290933826]
WALGREENS - 1319,[['37129010700']],[0.34579219558063]
HOMECHOICE PARTNERS,[['37063002036']],[0.13266068759342303]
RITE AID - 11490,"[['37119001917', '37119005627', '37119001917']]",[0.2049165177746288]
RITE AID - 11488,"[['37119005815', '37119003018']]",[0.06047933086697764]
NORTH CAROLINA SPECIALTY HOSPITAL,[['37063000102']],[0.1995172968624296]
ASHEBORO DRUG COMPANY INCORPORATED,[['37151030201']],[0.2092063492063492]
CAROLINAS MEDICAL CENTER - STEELE CREEK,"[['37119005925', '37119005926', '37119005918']]",[0.013742870885728028]
D-REX DRUGS OF JONESVILLE,"[['37197050300', '37171930901']]",[0.15928548779198817]
THE MEDICINE SHOPPE PHARMACY,"[['37025041902', '37025042402']]",[0.1528343250861259]
WALGREENS - 7767,"[['37025041202', '37025042503']]",[0.06459372772630079]
DENTON DRUG STORE,"[['37057061902', '37057062002']]",[0.20472888484710697]
INGLES MARKETS - 120,"[['37023020301', '37023020303', '37023020304', '37023021400', '37023021400']]",[0.1459801524521789]
WAL-MART - 1064,[['37027030100']],[0.2329295154185022]
RITE AID - 11426,"[['37195000802', '37195000801']]",[0.46494652860295366]
WAL-MART SUPERCENTER - 1268,"[['37047930900', '37047930900']]",[0.25028519279032624]
CVS - 5563,[['37019020201']],[0.1951761888470749]
RITE AID - 11522,"[['37129010503', '37129010600', '37129010503']]",[0.11501961280526382]
PRESCRIPTION SHOPPE,[['37125951102']],[0.08844896476571014]
RITE AID - 11546,"[['37171930901', '37193960101', '37193960102', '37193960200', '37171930901']]",[0.16284783726644192]
CVS - 7062,"[['37081015302', '37081017200', '37081017200']]",[0.12553131198639841]
TRYON PHARMACY,"[['37149920303', '37149920304', '37149920304']]",[0.11630777671101358]
FREEDOM HILL COMMUNITY HEALTH CENTER PHARMACY,"[['37065020800', '37065020900', '37065020900']]",[0.24062588102621935]
CVS - 8260,"[['37119006105', '37119006108', '37119006223', '37119006105']]",[0.06773759594840548]
CVS - 2877,"[['37179020203', '37179020309', '37179020309']]",[0.03663045990293506]
RITE AID - 11507,[['37051002100']],[0.14732724902216426]
WALKER'S DRUG STORE,"[['37119005846', '37119005846']]",[0.047335677576413306]
CVS - 7559,"[['37001020501', '37001021500', '37001020502']]",[0.1553077889447236]
CVS - 7039,"[['37183053005', '37183053006', '37183053405']]",[0.030136543588914922]
DRUMS PHARMACY,"[['37065020700', '37083930901', '37083930902', '37083930902']]",[0.3243681140635126]
3HC,[['37191001900']],[0.3249630723781389]
BIRMINGHAM DRUG COMPANY INCORPORATED,"[['37153971000', '37153971100', '37153970900']]",[0.26034063260340634]
CVS - 3864,"[['37051001500', '37051001603', '37051001604', '37051003002', '37051001603']]",[0.186300447351965]
PROFESSIONAL CARE HOME OXYGEN AND MEDICAL EQUIPMENT,[['37051001800']],[0.24131944444444445]
WALGREENS - 7647,"[['37067002605', '37067003908', '37067002605']]",[0.05557043385109802]
WALGREENS - 7342,"[['37119003020', '37119003013']]",[0.01321347341059244]
CAROLINAS MEDICAL CENTER - NORTH PARK PHARMACY,"[['37119005306', '37119005308', '37119005306']]",[0.2937693825768255]
RITE AID - 11438,"[['37119006208', '37119006208']]",[0.04649309245483528]
HARRIS TEETER - 63,"[['37127010504', '37127010506']]",[0.11166253101736973]
HARDIN'S DRUG - 2,"[['37161961001', '37161961102', '37161961103', '37161961104', '37161960900']]",[0.1640530759951749]
COLUMBIA PHARMACY,"[['37095920101', '37177960100', '37177960100']]",[0.20564928425357873]
FAMILY PHARMACY,"[['37153970400', '37153970400']]",[0.09467598169115876]
LAUREL MEDICAL CENTER PHARMACY,"[['37115010100', '37115010100']]",[0.15944272445820434]
WAL-MART SUPERCENTER - 1613,"[['37081014200', '37081014501', '37081014503', '37151031601', '37151031602', '37151031602']]",[0.2234111125435091]
MLK PHARMACY,"[['37067000500', '37067000600', '37067001602', '37067001700', '37067001800', '37067000700']]",[0.3149113660062565]
CVS - 3988,"[['37081014408', '37081014408']]",[0.2674972517405643]
MEDICAL ARTS PHARMACY,"[['37181960300', '37181960400']]",[0.08306112925804947]
WAKE FOREST UNIVERSITY STUDENT HEALTH SERVICE PHARMACY,"[['37067001300', '37067002704', '37067002705', '37067001300']]",[0.2908742820676452]
WAL-MART SUPERCENTER - 1133,"[['37167931002', '37167931203', '37167931203']]",[0.3607909485037538]
WAL-MART SUPERCENTER - 2749,"[['37023020203', '37111970101', '37111970102', '37121950400']]",[0.08957106812447435]
PIEDMONT DRUG AND HOME DELIVERY,"[['37081016409', '37081016410', '37081016505', '37081016506', '37081016506']]",[0.059045672649724545]
MARTIN'S DRUG STORE,"[['37021002401', '37087920300', '37087920400']]",[0.1504843433205677]
WALGREENS - 9462,[['37163970701']],[0.16308337703198741]
CAREPLUS,"[['37119000301', '37119000302', '37119002600', '37119980300', '37119000301']]",[0.09254641174840676]
WAL-MART SUPERCENTER - 1664,[['37195000501']],[0.05037206639954207]
CARLIE C'S IGA,"[['37051003307', '37051003310', '37051003311', '37051003316', '37051003318', '37051003310']]",[0.167013198336648]
CVS - 4098,"[['37179020316', '37179020313']]",[0.06335028170949566]
RITE AID - 11532,"[['37031971103', '37031971103']]",[0.09258160237388724]
SAM'S CLUB - 6668,[['37063002037']],[0.019386410690758516]
RAPER DISCOUNT DRUGS,[['37191001900']],[0.3249630723781389]
RITE AID - 11461,"[['37161960102', '37161960502', '37161960503', '37161960503']]",[0.19564663951120162]
RITE AID - 11556,"[['37021002305', '37021002402', '37021002503', '37021002504', '37021002505', '37021002505']]",[0.08071019974367791]
HARRIS TEETER - 249,"[['37179021004', '37179021020', '37179021020']]",[0.022271424850221412]
WAL-MART - 2137,"[['37063002029', '37135011206', '37063002029']]",[0.0816225981277714]
FOSTER DRUG,"[['37059080102', '37059080500', '37059080701', '37059080702', '37059080600']]",[0.1642397933952415]
WAL-MART SUPERCENTER - 1663,"[['37087920701', '37087920800', '37087921202', '37087921201']]",[0.14044802416310093]
PHARMERICA,"[['37081012618', '37081012618']]",[0.3295247987535705]
HAYES-BARTON PHARMACY,"[['37183051600', '37183051700', '37183051600']]",[0.029768137621540763]
RITE AID - 11391,[['37183050400']],[0.08967223252937538]
REMEDY SHOPPE HEALTH MART PHARMACY,"[['37019020508', '37019020518']]",[0.05854678515420805]
WALGREENS - 9562,[['37045950900']],[0.2536204975863349]
CHAIR CITY PHARMACY,"[['37057060900', '37057061000']]",[0.18686599038974908]
INGLES MARKETS - 27,[['37161960800']],[0.43387061161404283]
MID-CAROLINA HOMECARE SPECIALISTS,"[['37183053609', '37183053609']]",[0.13862815884476534]
WALGREENS - 6616,[['37147000301']],[0.08160237388724036]
WAL-MART SUPERCENTER - 2772,"[['37019020305', '37019020306', '37019020307', '37019020305']]",[0.04514073287307488]
WALGREENS - 12063,"[['37183054305', '37183054305']]",[0.10588492671187924]
CAROLINA BREATHING SOLUTIONS,"[['37087920900', '37087921100', '37087921301', '37087920900']]",[0.1794871794871795]
DUNN DISCOUNT DRUGS,[['37085070500']],[0.14095928226363008]
DOWN EAST RESPIRATORY SERVICES INCORPORATED,"[['37147000504', '37147000504']]",[0.38010043942247335]
BEAR DRUGS OF NAGS HEAD,[['37055970400']],[0.027547295054762694]
RITE AID - 11547,[['37097060601']],[0.19192660550458715]
BLOOM - 2585,"[['37119005510', '37119005511', '37119005528']]",[0.12217065333809354]
CVS - 4431,"[['37081010602', '37081011500', '37081010602']]",[0.3240037071362373]
RITE AID - 11400,"[['37183054011', '37183054011']]",[0.026194690265486726]
CVS - 5565,"[['37071032702', '37071032702']]",[0.12321660181582361]
CAREMOR FAMILY PHARMACY,"[['37035011505', '37035011506', '37109071101', '37109071101']]",[0.09539812455959673]
HEALTHSMART PHARMACY,[['37097061403']],[0.07197513151602104]
MEDICINE CENTER PHARMACY,[['37085070100']],[0.23447279730380358]
BUNN DRUG,"[['37069060701', '37069060703', '37069060801', '37069060801']]",[0.1180432769217816]
WAL-MART - 4334,"[['37021002701', '37021002702', '37021002702']]",[0.06680968433956481]
RITE AID - 11472,"[['37119004200', '37119004302', '37119004200']]",[0.1844678450545318]
CVS - 7584,[['37067003805']],[0.1675840978593272]
CVS - 7089,"[['37119000103', '37119000501', '37119000502', '37119000503', '37119004900', '37119005200', '37119000103']]",[0.13649025069637882]
RITE AID - 11499,"[['37119005847', '37119005817']]",[0.04322976202847345]
CVS - 7330,[['37127010506']],[0.0534604227103191]
CVS - 3582,"[['37089931000', '37089931000']]",[0.2248062015503876]
RITE AID - 11557,"[['37087920400', '37087920400']]",[0.10753221010901882]
DOROTHEA DIX HOSPITAL PHARMACY,"[['37183051000', '37183051000']]",[0.11151368760064412]
MEDICAL PHARMACY OF ALBEMARLE INCORPORATED,"[['37167931204', '37167931204']]",[0.1534090909090909]
RITE AID - 11453,"[['37119005848', '37119005851', '37119005849']]",[0.04802586007850381]
MOUNTAIN STREET PHARMACY INCORPORATED,"[['37045950500', '37045950400']]",[0.19807377793930583]
THE DRUG STORE,"[['37109070202', '37109070202']]",[0.06600557793616361]
GAMEWELL FAMILY PHARMACY,"[['37027030200', '37027030300', '37027030802', '37027030900', '37027030300']]",[0.17175247992442136]
WALGREENS - 1611,[['37183052701']],[0.1329240434037693]
RITE AID - 11422,"[['37013930200', '37013930400', '37013930300']]",[0.2716142270861833]
WALGREENS - 12728,"[['37063002035', '37063002036']]",[0.06420082194823948]
CVS - 5504,"[['37051002505', '37051002505']]",[0.30102835774384545]
WALGREENS - 6479,[['37119005834']],[0.06031042128603104]
WAL-MART SUPERCENTER - 1238,[['37051002001']],[0.23714458560193588]
WAL-MART - 2247,[['37183053004']],[0.06574004507888806]
CVS - 4297,[['37037020402']],[0.32305127136306794]
RITE AID - 11383,[['37101040700']],[0.28342105263157896]
RITE AID - 11366,"[['37135011800', '37135011903', '37135011904', '37135011903']]",[0.1910525178301275]
POPE AIR FORCE BASE - 43RD MEDICAL SQUADRON - POPE HEALTH CLINIC-DOD,"[['37051003401', '37085071302', '37051003401']]",[0.11951745625948709]
CATAWBA VALLEY MEDICAL CENTER,[['37035010204']],[0.1464060272856852]
HARRIS TEETER - 69,"[['37183052509', '37183052509']]",[0.13972856261566935]
THE VILLAGE AT BROOKWOOD,"[['37001020602', '37001020602']]",[0.04009342156481121]
CVS - 6407,"[['37045950603', '37045950400']]",[0.1520244461420932]
RITE AID - 11373,"[['37183052813', '37183052814', '37183052812']]",[0.09773755656108597]
RITE AID - 11334,"[['37081014000', '37081014000']]",[0.28848560700876097]
ALBEMARLE COMPOUNDING AND PRESCRIPTION CENTER,[['37167931204']],[0.1534090909090909]
HEALTH INNOVATIONS PHARMACY,[['37125951102']],[0.08844896476571014]
SOUTH COURT DRUG COMPANY,"[['37001021000', '37001021000']]",[0.42778249787595585]
CVS - 7394,"[['37081011601', '37081012604', '37081012611', '37081011601']]",[0.19559043348281016]
WAL-MART SUPERCENTER - 3626,"[['37067003600', '37067003702', '37067003702']]",[0.10115922441129074]
BRIER CREEK HEALTH MART PHARMACY,"[['37183980100', '37183053613']]",[0.04800189170016552]
WALGREENS - 7278,"[['37159051302', '37159050500']]",[0.04922210300429185]
DURHAM TREATMENT CENTER,"[['37063000401', '37063001705', '37063001705']]",[0.18177200493432988]
WALGREENS - 2453,"[['37147000901', '37147000902', '37147001001', '37147000303']]",[0.3177091183119819]
VETERAN AFFAIRS MEDICAL CENTER - CHARLOTTE CLINIC,"[['37119005613', '37119005623']]",[0.1663880673781664]
SEVEN LAKES PRESCRIPTION SHOPPE,"[['37125950304', '37125950305', '37125950303']]",[0.10486342438374417]
MATTHEWS HEALTH MART PHARMACY,"[['37163970600', '37163970701', '37163970702', '37163970701']]",[0.245361484325016]
INGLES MARKETS - 130,[['37021002204']],[0.07620985979194934]
WALGREENS - 6951,[['37129010503']],[0.17661816357250376]
INGLES MARKETS - 67,[['37175960301']],[0.05894736842105263]
RITE AID - 11364,"[['37183053423', '37183053435', '37183053509', '37183053518', '37183053423']]",[0.03037640325775919]
WAL-MART SUPERCENTER - 3305,"[['37157040601', '37157040602', '37157040900', '37157040900']]",[0.14279137573850995]
WALGREENS - 1056,[['37155960900']],[0.2029058116232465]
WAL-MART SUPERCENTER - 2704,"[['37151030503', '37151031304', '37151031401']]",[0.21051908816259268]
CVS - 3569,"[['37097060902', '37097061003', '37097061003']]",[0.1217473720489402]
CVS - 3620,"[['37139960400', '37139960300']]",[0.33890577507598785]
RITE AID - 11386,[['37183053111']],[0.06444226365718024]
TOXAWAY PHARMACY,"[['37175960601', '37175960602', '37175960601']]",[0.13044605809128632]
